id,row-names,mC_1,mC_2,mC_3,mdlc_1,mdlc_2,mdlc_3,Prp19_1,Prp19_2,Prp19_3,pvals_mdlc,p.adjust(pvals_mdlc),pvals_prp19,p.adjust(pvals_prp19),chr,start,end,strand,transcript,gene,biotype
FBgn0011743,FBtr0340069_1_FBtr0340069_2,0.0265165274246277,0.0208447613823368,0.0147058823529412,0.475436098255607,0.484280413981644,0.503641456582633,0.740559751221679,0.710694923607688,0.681543468154347,3.55421361430719e-200,1.84357060174114e-195,1.06194971336442e-265,5.50737740847923e-261,2R,16774350,16774403,+,FBtr0340069,Arp53D,protein_coding
FBgn0038722,FBtr0083781_1_FBtr0083781_2,0.00817822899041173,0.00949367088607595,0.00406669377795852,0.297749567224466,0.341979782567232,0.366392924826279,0.24537037037037,0.235195996663887,0.229281767955801,2.45487816600604e-194,1.27332075592567e-189,2.73519292860111e-129,1.41631025035894e-124,3R,19646089,19646150,+,FBtr0083781,Nup58,protein_coding
FBgn0036496,FBtr0332815_1_FBtr0332815_2,0.0240375926260618,0.03409388932599,0.0291574502312487,0.355266720823179,0.417738659444821,0.370104438642298,0.235069885641677,0.178618857901726,0.214946619217082,2.16509983861445e-193,1.12297233329416e-188,2.55247220085631e-54,1.31549312287733e-49,3L,15473887,15474019,-,FBtr0332815,cocoon,protein_coding
FBgn0031849,FBtr0079315_1_FBtr0079315_2,0.0161720277234761,0.0187864392139927,0.0165321787049793,0.251695947121238,0.28137363506884,0.25260718424102,0.480248447204969,0.393024981449419,0.400337362946303,2.35144513340349e-193,1.21960053289105e-188,0,0,2L,6686500,6686563,-,FBtr0079315,CG11327,protein_coding
FBgn0036170,FBtr0076156_1_FBtr0076156_2,0.0154001283344028,0.0145220356105569,0.0175063477215021,0.330050212437234,0.34740932642487,0.285129604365621,0.560379918588874,0.478172999191593,0.561585653610194,1.43314792097506e-192,7.43302169213713e-188,0,0,3L,11522507,11522558,-,FBtr0076156,CG11714,protein_coding
FBgn0029659,FBtr0070531_1_FBtr0070531_2,0.00725,0.00515463917525773,0.00707413695529145,0.417864718359651,0.393006377831537,0.277808522412839,0.322559582109043,0.264583997449793,0.253566796368353,6.39779384083549e-182,3.31776792998047e-177,1.27995361664161e-171,6.63335961824517e-167,X,3459954,3460024,-,FBtr0070531,CG16782,protein_coding
FBgn0031722,FBtr0079118_1_FBtr0079118_2,0.046149857402126,0.040948275862069,0.0356622998544396,0.593058863559034,0.599555061179088,0.556701030927835,1.37417218543046,1.3436974789916,1.40733399405352,8.72597457913265e-168,4.52459233877186e-163,0,0,2L,5580911,5580966,-,FBtr0079118,CG14011,protein_coding
FBgn0037580,FBtr0081841_2_FBtr0081841_3,0.0288284604375383,0.0276679841897233,0.02579060485109,0.359978050118895,0.348984494431098,0.371777476255088,0.536454610436026,0.567133583874274,0.570171931227509,4.42372689078432e-163,2.29361391833385e-158,0,0,3R,8345024,8345093,+,FBtr0081841,DppIII,protein_coding
FBgn0031574,FBtr0334832_6_FBtr0334832_7,0.00217434275548527,0.00397388589270508,0.00124906320259805,0.175773945564097,0.210037585673226,0.173673870333988,0.115107913669065,0.0952380952380952,0.0961316397228637,1.03006634905783e-162,5.34048199332524e-158,4.12364370491681e-75,2.12994444646363e-70,2L,3865918,3865978,+,FBtr0334832,TTLL4B,protein_coding
FBgn0265627,FBtr0340487_1_FBtr0340487_2,0.0209984559958827,0.0192030192030192,0.0236131934032984,0.194302176696543,0.234200103323575,0.218994928538497,0.124956732433368,0.12285100286533,0.137683635121285,1.61380818883588e-155,8.36630441256296e-151,1.92904213548389e-89,9.97256912781109e-85,2R,18682267,18682410,-,FBtr0340487,CG44435,protein_coding
FBgn0037514,FBtr0081739_1_FBtr0081739_2,0.00719683339330694,0.00935794125292436,0.00873150618481688,0.230426088294109,0.233552078075046,0.215354901014003,0.221192586623691,0.226559185405176,0.235546038543897,3.51505149933241e-153,1.82223784776892e-148,6.26709771906125e-162,3.24754736704035e-157,3R,7758575,7758627,+,FBtr0081739,CG10919,protein_coding
FBgn0250823,FBtr0083264_4_FBtr0083264_5,0.0084472049689441,0.0090293453724605,0.009152288072018,0.185546875,0.183184257602862,0.163340122199593,0.115027829313544,0.136640557006092,0.128914192761285,7.23753101261352e-152,3.75186370162873e-147,6.12123722586035e-101,3.16602631795949e-96,3R,16292835,16293987,+,FBtr0083264,gish,protein_coding
FBgn0036057,FBtr0113157_3_FBtr0113157_4,0.0232665817802986,0.0210904546164662,0.031812538795779,0.207664175544602,0.23674845476681,0.264004149377593,0.233030090972708,0.241889985895628,0.244245524296675,1.16465242965915e-148,6.03709233438116e-144,2.19694571782162e-116,1.13713910354447e-111,3L,9893655,9893709,-,FBtr0113157,Hez,protein_coding
FBgn0028746,FBtr0070543_1_FBtr0070543_2,0.00809617271835133,0.00854214123006834,0.00775434243176179,0.202598357641868,0.241243494162329,0.206244864420707,0.213075060532688,0.173929098966027,0.190948275862069,2.75488246334841e-137,1.42780048310422e-132,1.2853612907522e-121,6.65457247448229e-117,X,3172988,3173045,-,FBtr0070543,CG18508,protein_coding
FBgn0032553,FBtr0304004_1_FBtr0304004_2,0.0162222936074526,0.0130871698995092,0.00963222416812609,0.269739192568775,0.258178603006189,0.267952840300107,0.321212121212121,0.308904649330181,0.277119416590702,5.17244837935121e-134,2.68041447466359e-129,5.16692622986553e-153,2.67713948748023e-148,2L,14871767,14871820,-,FBtr0304004,CG4480,protein_coding
FBgn0028579,FBtr0086125_6_FBtr0086125_7,0.0213983578004479,0.0214814814814815,0.0296677215189873,0.365016263100831,0.380952380952381,0.401541095890411,0.256991685563114,0.273697426239799,0.256834075015893,5.29234532894452e-134,2.74249334945905e-129,6.76606783989526e-86,3.49744812712026e-81,2R,6744778,6744838,+,FBtr0086125,phtf,protein_coding
FBgn0051029,FBtr0085585_2_FBtr0085585_3,0.0278713629402756,0.0256127180393023,0.0285847083430165,0.31175934366454,0.309630738522954,0.324915824915825,0.423127463863338,0.358208955223881,0.398592450415867,6.19864398383324e-134,3.21207532598255e-129,5.72776369266686e-192,2.96910086536772e-187,3R,30130405,30130458,-,FBtr0085585,CG31029,protein_coding
FBgn0051482,FBtr0081679_2_FBtr0081679_3,0.00267835402970538,0.00317013032758013,0.00198019801980198,0.237514746362564,0.276194852941176,0.255081300813008,0.343163538873995,0.265845070422535,0.322894168466523,9.60851739683655e-134,4.97894154469277e-129,1.56812380134072e-138,8.12194041666415e-134,3R,6601539,6601596,+,FBtr0081679,CG31482,protein_coding
FBgn0265625,FBtr0340485_1_FBtr0340485_2,0.00541919030921262,0.0113555713271824,0.0151447661469933,0.314224292368327,0.366208251473477,0.416666666666667,0.268006700167504,0.227592267135325,0.229967948717949,1.88307583436707e-131,9.75659251302264e-127,2.80890132774071e-82,1.4516402061764e-77,2R,18684757,18684812,-,FBtr0340485,CG44433,protein_coding
FBgn0032588,FBtr0335499_1_FBtr0335499_2,0.0193028485757121,0.0165736063103784,0.0189520624303233,0.151875571820677,0.174266752301434,0.173486088379705,0.315604223699648,0.308641975308642,0.315487571701721,3.29645613000905e-128,1.70789392095769e-123,4.13285912746203e-320,2.14392067237093e-315,2L,16549647,16549703,-,FBtr0335499,CG5968,protein_coding
FBgn0001228,FBtr0100653_1_FBtr0100653_2,0.0140675241157556,0.015071169411108,0.0143448275862069,0.213880637321091,0.258957180308768,0.2537207654146,0.117737789203085,0.146751740139211,0.10415512465374,4.49186131974349e-128,2.3271884311459e-123,2.59931228556343e-44,1.33719021218525e-39,3L,9373096,9373162,+,FBtr0100653,CG4456,protein_coding
FBgn0032003,FBtr0079594_1_FBtr0079594_2,0.0438392560611093,0.0268123138033764,0.042083531840559,0.186605821410952,0.234382645571685,0.261858664085189,0.260650658404338,0.290706051873199,0.304129679660363,3.37667714026754e-127,1.7493888928298e-122,8.76864710888614e-161,4.54373755888262e-156,2L,8216344,8216403,+,FBtr0079594,CG8349,protein_coding
FBgn0051752,FBtr0331193_1_FBtr0331193_2,0.0333622183708839,0.0313568985176739,0.0235294117647059,0.451742213999383,0.478819349549057,0.485023041474654,0.617903930131004,0.604166666666667,0.600481347773766,1.6372646995065e-126,8.48184977579342e-122,5.24065247594902e-155,2.71539167388823e-150,2L,18841163,18841219,-,FBtr0331193,CG31752,protein_coding
FBgn0040859,FBtr0073627_3_FBtr0073627_4,0.00937918713711478,0.0124161073825503,0.00838709677419355,0.189061317183952,0.239735919125232,0.190510167677488,0.112276612276612,0.10021023125438,0.0925430210325048,2.13061922786254e-126,1.10372467860963e-121,6.86543159772834e-49,3.53528534693423e-44,X,12092084,12092143,+,FBtr0073627,lncRNA:CR32658,ncRNA
FBgn0030101,FBtr0071339_1_FBtr0071339_2,0.0151324085750315,0.0156424581005587,0.013413506012951,0.335603377826205,0.361271676300578,0.335695305580159,0.322551662174304,0.274012474012474,0.280858676207513,3.0713382121899e-123,1.59083034038588e-118,2.53568704309061e-107,1.31196447609508e-102,X,9196137,9196196,-,FBtr0071339,CG12118,protein_coding
FBgn0031347,FBtr0077917_1_FBtr0077917_2,0.00606297672599257,0.00736698499317872,0.00771604938271605,0.230106551802312,0.220472440944882,0.217105263157895,0.254518072289157,0.22846975088968,0.230034722222222,2.66392689023056e-121,1.37972765425712e-116,1.96597443008782e-152,1.0185713522285e-147,2L,1586789,1586852,-,FBtr0077917,CG10869,protein_coding
FBgn0038206,FBtr0082891_1_FBtr0082891_2,0.0149597238204833,0.0185810810810811,0.0269058295964126,0.508196721311475,0.533229491173416,0.676145339652449,0.254014598540146,0.191240875912409,0.223880597014925,8.05304901369255e-120,4.17075461468151e-115,3.96631136047153e-30,2.03384513942259e-25,3R,14122737,14122796,+,FBtr0082891,twf,protein_coding
FBgn0250844,FBtr0343703_1_FBtr0343703_2,0.0183992640294388,0.019790454016298,0.012054244098443,0.380222841225627,0.476323119777159,0.474747474747475,0.451697127937337,0.517391304347826,0.490610328638498,1.59238976667459e-118,8.24698660160768e-114,2.66664877435247e-91,1.37868408282797e-86,2L,14548586,14548651,-,FBtr0343703,CG4218,protein_coding
FBgn0265508,FBtr0340009_1_FBtr0340009_2,0.037000371241183,0.0400591035954687,0.0353673723536737,0.391252246854404,0.42009769713887,0.406934306569343,0.592307692307692,0.649819494584838,0.590225563909774,2.45925385284645e-112,1.27354920023506e-107,4.36403915658057e-98,2.25695013060878e-93,2R,15227113,15227168,+,FBtr0340009,asRNA:CR44370,ncRNA
FBgn0051523,FBtr0078937_4_FBtr0078937_5,0.00945829750644884,0.0164133738601824,0.00623052959501558,0.30557566980449,0.358414239482201,0.355428571428571,0.401240035429584,0.401646843549863,0.375453885257807,6.71615852429861e-112,3.47796269180804e-107,5.18718009695417e-120,2.6853512643922e-115,3R,4468007,4468066,-,FBtr0078937,CG31523,protein_coding
FBgn0027582,FBtr0080228_4_FBtr0080228_5,0.00396388460691478,0.00695364238410596,0.0043956043956044,0.156796502384738,0.19991270187691,0.182052937378954,0.095512082853855,0.0955194485475135,0.101799242424242,8.5119966592649e-110,4.40759699013396e-105,2.54621213500792e-51,1.31165571922798e-46,2L,11116642,11116702,-,FBtr0080228,CG6230,protein_coding
FBgn0052657,FBtr0073625_1_FBtr0073625_2,0.00814053127677806,0.00573065902578797,0.0047808764940239,0.47571189279732,0.360961810466761,0.46572934973638,0.609073958980733,0.558139534883721,0.657425742574257,6.32285821053521e-109,3.27384952425092e-104,4.27491127368659e-181,2.2157292622645e-176,X,12087277,12087351,+,FBtr0073625,lncRNA:CR32657,ncRNA
FBgn0050109,FBtr0340271_1_FBtr0340271_2,0.00267379679144385,0.00110253583241455,0.000837520938023451,0.161008487269096,0.171870757534619,0.191292875989446,0.0269503546099291,0.0215962441314554,0.0149484536082474,6.40572814238575e-109,3.31669386028307e-104,2.04945267647481e-08,0.00102771853914506,2R,17670329,17670387,+,FBtr0340271,CG30109,protein_coding
FBgn0034464,FBtr0086472_1_FBtr0086472_2,0.0222179289026275,0.0213950762016413,0.0186266333055324,0.159452666852834,0.174107943338713,0.195261079420799,0.298843578819233,0.278048780487805,0.288727524204703,2.36340714768107e-104,1.22351224628301e-99,7.48494632877946e-172,3.87914828435324e-167,2R,19662597,19662650,+,FBtr0086472,CG11018,protein_coding
FBgn0013765,FBtr0309888_3_FBtr0309888_4,0.0357808423406634,0.0342622201918684,0.0314523589269195,0.407821229050279,0.389527458492976,0.425824175824176,0.459574468085106,0.523076923076923,0.567226890756303,2.7581460262996e-103,1.42778187197425e-98,3.9373072626355e-55,2.02940628238022e-50,2R,13444343,13444428,-,FBtr0309888,cnn,protein_coding
FBgn0038829,FBtr0110823_1_FBtr0110823_2,0.0143295803480041,0.0345744680851064,0.0167427701674277,0.686857760951866,0.652601156069364,0.780821917808219,0.602910602910603,0.843373493975904,0.716831683168317,1.40837223546224e-102,7.29043887687029e-98,9.04762105537261e-91,4.67752960941708e-86,3R,20821542,20821601,-,FBtr0110823,CG17271,protein_coding
FBgn0035988,FBtr0076485_1_FBtr0076485_2,0.0323859881031064,0.0360897536482034,0.0250288160711345,0.152856715524978,0.155349291646312,0.183239775461107,0.292364367046216,0.272753539439468,0.269464915091317,2.4247203203802e-102,1.2551079794384e-97,3.18788260356883e-197,1.65253458403801e-192,3L,9417037,9417096,-,FBtr0076485,CG3982,protein_coding
FBgn0026738,FBtr0075605_1_FBtr0075605_2,0.0090293453724605,0.0100942126514132,0.0042583392476934,0.294754846066135,0.310032894736842,0.329436769394261,0.111560226354082,0.101052631578947,0.126760563380282,7.13154528775541e-102,3.69135915639508e-97,5.51302381906289e-24,2.8197462927361e-19,3L,15504158,15504219,-,FBtr0075605,CG7857,protein_coding
FBgn0053136,FBtr0340391_1_FBtr0340391_2,0.0337035618536959,0.0286214953271028,0.0345549738219895,0.404750815090824,0.463943519919314,0.403193612774451,0.43690036900369,0.472358292512246,0.431020408163265,7.49212106897675e-102,3.87792186530237e-97,1.60953620829903e-120,8.33256895036408e-116,2R,18665598,18665650,-,FBtr0340391,CG33136,protein_coding
FBgn0038296,FBtr0083029_1_FBtr0083029_2,0.00460330354725156,0.00225370251126851,0.00343406593406593,0.186079545454545,0.184828029572485,0.187650360866079,0.0393401015228426,0.0336391437308868,0.0195058517555267,1.79883736811897e-101,9.31006268243656e-97,2.72456817953346e-07,0.0136103078840414,3R,15195805,15195863,-,FBtr0083029,CG6752,protein_coding
FBgn0003071,FBtr0304925_3_FBtr0304925_4,0.0199526547176192,0.0198300283286119,0.0215643274853801,0.269050659855258,0.292806484295846,0.318077803203661,0.57601977750309,0.563567362428843,0.529814271749756,2.83904911435151e-101,1.46932147864148e-96,3.87969045034422e-190,2.01103754493593e-185,2R,10110174,10110232,+,FBtr0304925,Pfk,protein_coding
FBgn0052703,FBtr0302965_2_FBtr0302965_3,0.0166064981949458,0.0165170556552962,0.0143712574850299,0.279894296410482,0.256416079945492,0.240703177822853,0.0981047937569677,0.093083723348934,0.127670661803022,8.59976478850315e-101,4.45055027334615e-96,8.04181194754281e-31,4.12472576601418e-26,X,9265466,9266919,-,FBtr0302965,Erk7,protein_coding
FBgn0032771,FBtr0081198_2_FBtr0081198_3,0.0125515174222555,0.0126871352448617,0.0106544901065449,0.153578129187885,0.165931156222418,0.1703081232493,0.0933997509339975,0.0946175637393768,0.110211706102117,9.85679939993799e-101,5.10099225746191e-96,2.04729745178845e-42,1.0529250794548e-37,2L,19370867,19370926,+,FBtr0081198,CG17349,protein_coding
FBgn0037759,FBtr0334682_1_FBtr0334682_2,0.02616165560328,0.0222575516693164,0.0249032882011605,0.195281476290586,0.210981944100915,0.223350253807107,0.114819759679573,0.0854014598540146,0.100198807157058,8.7458494092284e-99,4.52571469379342e-94,1.18128745341042e-28,6.05409819872841e-24,3R,9801577,9801629,+,FBtr0334682,CG8526,protein_coding
FBgn0035823,FBtr0076747_1_FBtr0076747_2,0.0315906151856641,0.0365419987737584,0.0357730878610986,0.182761976857359,0.207940622054665,0.184,0.118150684931507,0.136935100237853,0.137261698440208,3.5621817166186e-97,1.84317968562996e-92,1.84939808081918e-58,9.53901036105725e-54,3L,7895389,7895446,+,FBtr0076747,eIF4E5,protein_coding
FBgn0044323,FBtr0079539_1_FBtr0079539_2,0.0208809135399674,0.0179497407259673,0.0231132075471698,0.329263639832125,0.330945558739255,0.367509986684421,0.193497224425059,0.203947368421053,0.225952813067151,6.33929696253192e-97,3.27995224841402e-92,4.17493107874174e-63,2.1543896845631e-58,2L,8031576,8032060,+,FBtr0079539,Cka,protein_coding
FBgn0051874,FBtr0079964_1_FBtr0079964_2,0.0272,0.0319375443577005,0.03081986834231,0.26056338028169,0.265810895428929,0.28023352793995,0.361519607843137,0.323160762942779,0.336352657004831,1.24378367473382e-95,6.43483921960288e-91,5.43706486679788e-128,2.81531218802794e-123,2L,10191185,10191239,-,FBtr0079964,Fum4,protein_coding
FBgn0284228,FBtr0452127_6_FBtr0452127_7,0.0117924528301887,0.0121951219512195,0.014055394791236,0.19557625145518,0.214415505754088,0.245222929936306,0.0910518053375196,0.0736288504883546,0.0661818181818182,6.63674740938861e-95,3.4335212722472e-90,3.71757147142966e-16,1.89049662036613e-11,X,15987990,15988068,-,FBtr0452127,CG46312,protein_coding
FBgn0015793,FBtr0076705_1_FBtr0076705_2,0.0116788321167883,0.00878477306002928,0.0099009900990099,0.188147295742232,0.229451060121987,0.275150472914875,0.119844357976654,0.0999194198227236,0.104832104832105,7.67788285744773e-93,3.97169202332914e-88,2.69840991506707e-30,1.38377158854555e-25,3L,8297473,8297535,+,FBtr0076705,Rab19,protein_coding
FBgn0028579,FBtr0086125_5_FBtr0086125_6,0.00954653937947494,0.0116666666666667,0.00855188141391106,0.252242152466368,0.279379157427938,0.297619047619048,0.0865892291446674,0.0805243445692884,0.0670578373847443,1.70414662081369e-92,8.81520964014505e-88,7.52015989368228e-18,3.83144626423219e-13,2R,6744540,6744599,+,FBtr0086125,phtf,protein_coding
FBgn0051286,FBtr0081682_1_FBtr0081682_2,0.0130739299610895,0.010708722741433,0.00883045525902669,0.181501547987616,0.166207529843893,0.19059107358263,0.393028846153846,0.341494036409291,0.376152832674572,2.36146147079497e-88,1.22115895577749e-83,1.07516490973088e-243,5.57526763940946e-239,3R,6641373,6641428,+,FBtr0081682,CG31286,protein_coding
FBgn0050192,FBtr0071967_1_FBtr0071967_2,0.0144568360181743,0.0218613366645846,0.00951248513674197,0.268864717878994,0.291918832324671,0.275757575757576,0.225552050473186,0.236267870579383,0.24896694214876,3.0494438314175e-87,1.57677592191105e-82,6.93004185938986e-63,3.57597089986376e-58,2R,23138778,23138844,+,FBtr0071967,CG30192,protein_coding
FBgn0085354,FBtr0112527_2_FBtr0112527_3,0.00864553314121038,0.0184049079754601,0.0049800796812749,0.463855421686747,0.477732793522267,0.405023547880691,0.102316602316602,0.0957095709570957,0.122605363984674,2.45249331069154e-86,1.26806166629306e-81,6.66398915577085e-10,3.35671797765334e-05,X,16716663,16720712,-,FBtr0112527,CG34325,protein_coding
FBgn0040508,FBtr0080413_9_FBtr0080413_10,0.00339943342776204,0.0117416829745597,0.00518582541054451,0.174828004856333,0.17535115541459,0.207912457912458,0.276073619631902,0.306980056980057,0.242359630419332,6.48853249359458e-86,3.3547659551632e-81,9.07303000892687e-116,4.69592814172028e-111,2L,12915638,12915703,+,FBtr0080413,ACXC,protein_coding
FBgn0035437,FBtr0073083_3_FBtr0073083_4,0.0360237118103055,0.0319410319410319,0.037966537966538,0.389084507042254,0.390334572490706,0.462157809983897,0.298042704626335,0.286789297658863,0.311544991511036,8.30011267590023e-84,4.2909922511869e-79,1.46877832698212e-66,7.5818337238817e-62,3L,3322843,3322910,-,FBtr0073083,Strip,protein_coding
FBgn0085488,FBtr0345376_2_FBtr0345376_3,0.0400801603206413,0.0373634120549877,0.0449561403508772,0.374739764052741,0.341684665226782,0.37303664921466,0.599813432835821,0.642045454545455,0.61086637298091,3.63236640779352e-83,1.87767916718071e-78,5.00646890964124e-213,2.59580406495989e-208,2R,16825678,16825736,+,FBtr0345376,CG34459,protein_coding
FBgn0035714,FBtr0076943_1_FBtr0076943_2,0.0322331098504384,0.0322265625,0.0418130709768096,0.232357612888586,0.28491744756805,0.292332268370607,0.34349593495935,0.290352941176471,0.327974276527331,1.54560204523361e-81,7.98875329119894e-77,4.5604056042161e-116,2.36042033668621e-111,3L,6753238,6753318,+,FBtr0076943,CG8549,protein_coding
FBgn0032746,FBtr0081146_1_FBtr0081146_2,0.0155544405418966,0.0150793650793651,0.0117733627667403,0.296095164209982,0.292603098407157,0.316529894490035,0.123702422145329,0.159502262443439,0.116187989556136,1.06222304221401e-80,5.48999357137889e-76,1.28139248558733e-23,6.55278489279647e-19,2L,19049236,19049287,+,FBtr0081146,CG10470,protein_coding
FBgn0265726,FBtr0340678_12_FBtr0340678_13,0.0106837606837607,0.0131108462455304,0.00435865504358655,0.269130661114003,0.253583241455347,0.255025125628141,0.298716452742124,0.261072261072261,0.304575163398693,3.00020834523352e-80,1.55059767906704e-75,3.71440740158481e-72,1.91819427032643e-67,X,13714960,13715033,+,FBtr0340678,Nna1,protein_coding
