id,gene,biotype,logFC,logCPM,F,PValue,FDR,mC_1,mC_2,mC_3,mdlc_1,mdlc_2,mdlc_3,Prp19_1,Prp19_2,Prp19_3
FBgn0265679,lncRNA:CR44486,ncRNA,-5.748202019,1.535417763,412.2454672,1.60E-11,1.19E-09,7.761451302,6.603347589,7.499936791,1.349154014,0.767096575,1.082928785,0.185861125,0.119199399,0.095728797
FBgn0036440,CG17177,protein_coding,-5.637483895,5.103147705,926.1206741,9.99E-12,9.00E-10,78.81137234,86.24744683,111.9403658,10.57794157,7.919935687,7.657853554,1.998007091,1.835670737,1.723118349
FBgn0265138,Gr22c,protein_coding,-5.582750767,1.154431031,317.6265788,8.81E-11,3.78E-09,4.509379028,7.78000793,6.12861652,0.387522961,0.262427776,0.232056168,0.092930562,0.143039278,0.143593196
FBgn0051526,lncRNA:CR31526,ncRNA,-5.576322663,1.956181686,684.8400293,5.62E-13,1.67E-10,9.96173812,12.03003484,9.853190096,0.782222274,0.598873642,0.522126379,0.255559047,0.190719038,0.215389794
FBgn0266225,lncRNA:CR44920,ncRNA,-5.573963198,1.883991689,195.09934,6.24E-08,5.37E-07,10.25188583,9.606465774,10.76740361,0.731987816,0.27588561,0.425436309,0.325256968,0.119199399,0.191457594
FBgn0035875,Cpr66Cb,protein_coding,-5.558872441,1.364779355,71.19454493,3.82E-05,0.000127049,7.59219847,6.076484749,7.787744749,0.394699312,0.080747008,0.309408224,0.046465281,0.286078556,0.119660996
FBgn0039481,Cpr97Eb,protein_coding,-5.558359085,1.321118578,290.8929463,1.58E-10,5.90E-09,5.58534346,7.077524144,6.568793397,0.94727835,0.612331476,0.792858575,0.046465281,0.190719038,0.167525395
FBgn0265723,lncRNA:CR44530,ncRNA,-5.424618095,2.223879923,381.6418584,8.02E-11,3.55E-09,10.45740713,14.24285876,11.03828169,1.672089815,1.30540996,1.953139416,0.418187531,0.238398797,0.167525395
FBgn0262355,lncRNA:CR43053,ncRNA,-5.419353767,1.671305308,688.7890639,5.41E-13,1.67E-10,7.785630278,9.448406922,9.311433939,0.351641206,0.370090453,0.348084252,0.232326406,0.143039278,0.239321993
FBgn0263130,lncRNA:CR43372,ncRNA,-5.341537264,1.705113937,237.7662846,3.54E-09,5.42E-08,8.559357511,8.991792461,9.531522378,0.602813495,0.316259114,0.19338014,0.185861125,0.286078556,0.191457594
FBgn0267816,lncRNA:CR46141,ncRNA,-5.291063498,1.38067326,229.3371499,1.77E-09,3.27E-08,6.177728373,6.339916169,9.006696101,0.394699312,0.195138602,0.367422266,0.139395844,0.286078556,0.119660996
FBgn0262604,lncRNA:CR43130,ncRNA,-5.28047846,3.607056136,567.7996275,2.07E-11,1.43E-09,33.16146561,40.28744513,30.49071368,1.033394564,0.726723071,0.773520561,1.208097311,0.691356512,0.765830377
FBgn0264261,lncRNA:CR43761,ncRNA,-5.24029979,1.576384053,615.2791548,1.14E-12,2.56E-10,6.782202773,8.622988473,8.938976582,0.523873633,0.457566378,0.444774323,0.232326406,0.238398797,0.167525395
FBgn0283728,CG31600,protein_coding,-5.236554709,3.547970461,848.5120687,1.35E-13,6.13E-11,28.4344758,27.11587414,30.1351862,5.834373474,4.87173614,5.878756263,1.022236186,0.619836872,0.622237181
FBgn0265978,lncRNA:CR44757,ncRNA,-5.192064422,1.35170324,487.9628313,5.29E-12,5.91E-10,6.504144549,7.481452321,6.941250755,0.308583099,0.316259114,0.425436309,0.255559047,0.143039278,0.167525395
FBgn0266389,lncRNA:CR45029,ncRNA,-5.06856972,2.003829125,147.6182532,5.77E-07,3.46E-06,10.13099095,12.41640092,10.12406817,0.975983755,0.497939882,0.483450351,0.464652812,0.381438075,0.119660996
FBgn0266003,lncRNA:CR44777,ncRNA,-5.061873179,3.190171282,1287.935369,8.32E-15,1.78E-11,24.21524448,22.70778838,26.73228035,1.987849265,1.662042578,2.049829487,0.76667714,0.762876151,0.67010158
FBgn0085336,CG34307,protein_coding,-5.027897551,2.300828706,162.218328,4.96E-07,3.04E-06,12.95993115,14.62922484,14.15337959,0.430581068,0.17495185,0.270732196,0.696979218,0.333758316,0.239321993
FBgn0051677,CG31677,protein_coding,-5.014263248,4.011787883,548.7824672,6.97E-11,3.16E-09,45.54110133,45.59119771,43.66216023,2.547604653,1.762976338,1.314984954,1.347493154,1.239673745,1.579525153
FBgn0264940,lncRNA:CR44109,ncRNA,-4.966546258,2.630499907,512.7474963,5.27E-12,5.91E-10,15.69215544,16.89473505,17.9287428,1.248685098,0.935319508,0.889548645,0.418187531,0.762876151,0.430779587
FBgn0262480,CG43070,protein_coding,-4.949544627,2.322226266,694.1060791,5.14E-13,1.67E-10,13.38306323,12.59202186,12.17258364,1.736676975,1.312138878,1.97247743,0.464652812,0.405277955,0.358982989
FBgn0267935,lncRNA:CR46215,ncRNA,-4.913285544,2.380550178,423.0734989,2.38E-11,1.49E-09,12.04113006,15.20877397,14.96601382,1.097981724,0.733451988,0.947562687,0.534350734,0.286078556,0.574372783
FBgn0264705,lncRNA:CR43974,ncRNA,-4.862160031,3.692743442,379.6683019,1.86E-09,3.37E-08,35.796974,36.93308505,36.12836368,1.442446578,0.794012244,1.005576729,1.254562592,1.59727194,0.885491374
FBgn0267646,lncRNA:CR45984,ncRNA,-4.855460728,1.676286013,279.6967859,3.65E-10,1.07E-08,8.704431367,9.395720638,8.126342347,0.495168228,0.356632618,0.309408224,0.139395844,0.429117835,0.33505079
FBgn0264468,asRNA:CR43876,ncRNA,-4.854903825,2.663891303,320.5907957,1.13E-09,2.42E-08,16.90110424,16.94742134,17.59014521,1.542915494,1.036253267,0.676830491,0.743444499,0.524477354,0.502576185
FBgn0267158,lncRNA:CR45598,ncRNA,-4.806128721,2.316996427,535.9275492,2.85E-12,4.10E-10,12.22247238,15.68295052,10.61503469,1.722324273,1.258307539,1.411675024,0.511118093,0.476797594,0.382915189
FBgn0266968,lncRNA:CR45419,ncRNA,-4.766060304,1.826163369,559.4072362,2.15E-12,3.53E-10,9.683679896,9.55377949,9.24371442,0.660224305,0.565229055,0.657492477,0.278791687,0.476797594,0.287186391
FBgn0263290,lncRNA:CR43399,ncRNA,-4.746746122,2.108098598,395.1425073,2.12E-11,1.44E-09,12.56097804,10.23870118,10.39494625,1.521386441,0.915132756,1.314984954,0.302024328,0.405277955,0.526508384
FBgn0265854,lncRNA:CR44643,ncRNA,-4.705191551,3.295677348,582.5341873,3.31E-12,4.32E-10,19.52452314,30.24192699,26.8507895,2.834658699,2.476241574,3.016730188,1.18486467,0.81055591,0.933355772
FBgn0003900,twi,protein_coding,-4.70085643,5.909843943,1200.166218,1.01E-13,5.03E-11,151.9285958,179.0806792,141.1444086,20.00049062,15.30155799,14.85159477,6.086951835,6.293728243,5.767660028
FBgn0031804,CG9500,protein_coding,-4.687092673,2.186795045,735.2482107,3.51E-13,1.31E-10,12.00486159,10.94118497,11.34301953,1.44962293,1.50727748,1.798435304,0.348489609,0.500637474,0.478643986
FBgn0265698,lncRNA:CR44505,ncRNA,-4.670667215,1.567385282,128.5763142,4.59E-07,2.85E-06,7.507572054,7.007275766,6.11168664,1.463975632,1.769705255,1.314984954,0.232326406,0.071519639,0.502576185
FBgn0267694,lncRNA:CR46030,ncRNA,-4.62899809,1.259504358,163.7060269,1.86E-08,1.98E-07,4.968779572,6.638471778,5.468351204,1.39221212,1.164102697,0.638154463,0.371722249,0.143039278,0.167525395
FBgn0035429,CG12017,protein_coding,-4.619586076,4.387542063,749.4553012,2.19E-12,3.56E-10,42.26485008,55.97039565,46.94655693,13.39107122,12.76475616,10.36517552,1.603052201,1.907190377,2.393219929
FBgn0284414,lncRNA:CR46328,ncRNA,-4.576287132,1.318351868,315.5377019,9.20E-11,3.92E-09,6.806381749,6.550661305,7.042830034,0.258348641,0.309530197,0.19338014,0.418187531,0.238398797,0.191457594
FBgn0266229,lncRNA:CR44924,ncRNA,-4.540980106,1.10885171,330.7818558,6.77E-11,3.14E-09,6.177728373,5.409125152,5.569930484,0.416228366,0.309530197,0.328746238,0.348489609,0.190719038,0.191457594
FBgn0051337,CG31337,protein_coding,-4.535625491,1.314301694,174.6029937,9.93E-09,1.22E-07,5.138032404,6.199419412,5.773089042,1.499857387,1.076626771,1.39233701,0.325256968,0.333758316,0.071796598
FBgn0265585,lncRNA:CR44412,ncRNA,-4.526913962,4.063402432,117.9456742,1.61E-05,5.94E-05,50.77584964,45.6263219,45.01655063,1.284566853,0.780554409,0.29007021,2.021239731,1.811830858,2.297491131
FBgn0267592,CCY,protein_coding,-4.509828981,5.610712906,1390.770795,7.67E-15,1.78E-11,121.0520434,138.4946784,133.1365755,11.3673402,9.904966297,8.005937806,5.622299023,5.72157113,5.887321024
FBgn0050101,Vajk4,protein_coding,-4.479420441,2.249645536,146.9285942,5.40E-07,3.27E-06,10.83218126,18.21189215,8.617308864,1.191274289,0.915132756,0.889548645,0.371722249,0.83439579,0.478643986
FBgn0040725,CG13946,protein_coding,-4.45292933,4.191923994,78.05896222,8.23E-05,0.000249359,45.00916386,57.76172931,50.53569147,2.066789127,1.042982185,0.599478435,1.57981956,3.480622437,1.938508142
FBgn0040801,CG13053,protein_coding,-4.42162637,1.544283733,425.9077678,1.30E-11,1.04E-09,6.806381749,7.604386984,8.498799705,0.552579037,0.733451988,0.541464393,0.441420171,0.333758316,0.287186391
FBgn0036679,CG13022,protein_coding,-4.415940935,2.237493843,665.3125328,6.81E-13,1.79E-10,12.99619961,14.71703532,11.29222989,0.38034661,0.444108543,0.328746238,0.604048655,0.548317233,0.67010158
FBgn0051700,CR31700,pseudogene,-4.40185876,1.070668189,302.4087244,1.21E-10,4.77E-09,5.065495476,4.653955082,4.384838891,1.442446578,1.103542441,0.928224673,0.209093765,0.286078556,0.167525395
FBgn0262990,lncRNA:CR43298,ncRNA,-4.401513784,1.575742464,388.3050553,2.37E-11,1.49E-09,8.607715463,8.236622391,7.245988593,0.416228366,0.262427776,0.464112337,0.418187531,0.381438075,0.33505079
FBgn0038089,d-cup,protein_coding,-4.397811433,4.195318521,1328.234714,6.77E-15,1.78E-11,39.90739992,41.79778527,36.1960832,14.59669821,12.09859334,13.84601804,1.695982763,1.811830858,2.082101338
FBgn0267400,lncRNA:CR45762,ncRNA,-4.394648824,2.109889879,119.6945102,1.96E-06,9.71E-06,11.4971031,12.52177349,9.937839495,1.141039831,0.995879764,0.599478435,0.464652812,0.905915429,0.239321993
FBgn0264879,lncRNA:CR44070,ncRNA,-4.377923693,1.490868064,412.4393247,1.60E-11,1.19E-09,7.241603318,7.744883741,6.755022076,0.853985785,0.598873642,0.560802407,0.371722249,0.381438075,0.287186391
FBgn0264829,CG44037,protein_coding,-4.36261552,2.088141448,314.2946065,1.56E-10,5.84E-09,10.61457047,10.8358124,11.80012628,1.234332395,0.645976063,1.024914743,0.39495489,0.595996993,0.622237181
FBgn0261293,CheB53b,protein_coding,-4.333434547,2.191540524,276.6272801,6.59E-10,1.63E-08,14.37440124,9.378158543,10.71661397,1.334801311,1.143915945,1.817773318,0.418187531,0.524477354,0.765830377
FBgn0262876,CG43231,protein_coding,-4.333024028,3.89433738,1018.527044,4.00E-14,3.52E-11,31.20296855,36.68721573,36.72090948,8.690561226,7.442182557,7.193741217,1.57981956,2.002549895,1.603457352
FBgn0266698,lncRNA:CR45188,ncRNA,-4.320335961,3.363970621,468.3900704,2.28E-11,1.49E-09,25.33956687,25.51772353,28.49298785,2.899245859,2.422410236,3.46150451,1.788913326,1.072794587,1.100881167
FBgn0036109,Cpr67Fa2,protein_coding,-4.240590769,1.652392363,376.3711639,2.91E-11,1.72E-09,7.77354079,8.833733609,8.058622827,0.69610606,0.699807401,0.464112337,0.557583374,0.405277955,0.33505079
FBgn0266726,lncRNA:CR45199,ncRNA,-4.214290954,1.046089482,212.8592917,1.16E-09,2.46E-08,5.295195748,5.233504206,5.840808562,0.38034661,0.20186752,0.367422266,0.185861125,0.309918436,0.382915189
FBgn0063083,lncRNA:CR33948,ncRNA,-4.178741606,1.008403838,225.1060649,8.13E-10,1.88E-08,4.992958548,5.057883259,5.891598202,0.208114183,0.309530197,0.406098295,0.325256968,0.190719038,0.358982989
FBgn0265414,lncRNA:CR44326,ncRNA,-4.169261086,1.334964746,292.2112255,1.51E-10,5.71E-09,6.419518133,5.848177519,5.671509763,1.141039831,0.942048425,1.121604813,0.441420171,0.190719038,0.358982989
FBgn0264445,lncRNA:CR43863,ncRNA,-4.167768768,3.137366651,576.4101292,1.76E-12,3.06E-10,21.39839378,23.62101731,23.49867329,2.576310058,1.890825767,1.856449346,1.393958435,1.430392782,0.981220171
FBgn0264367,lncRNA:CR43819,ncRNA,-4.162558793,2.064627951,241.2129501,1.65E-09,3.14E-08,10.52994406,10.5021326,10.02248889,1.758206028,1.318867795,1.19895687,0.418187531,0.905915429,0.406847388
FBgn0265713,lncRNA:CR44520,ncRNA,-4.158574978,4.2792277,968.3294358,5.60E-14,3.96E-11,46.12139676,55.56646747,48.23322781,5.654964695,5.302386849,4.911855562,3.368732886,2.45550761,2.560745324
FBgn0267213,lncRNA:CR45653,ncRNA,-4.031337741,2.662511667,346.1278298,1.17E-10,4.70E-09,16.28454035,16.0868787,17.62400496,1.406564823,0.726723071,1.314984954,1.022236186,0.977435068,1.053016769
FBgn0262944,lncRNA:CR43263,ncRNA,-3.993857037,4.307280053,274.0537501,5.42E-08,4.83E-07,39.13367269,59.30719364,55.54693592,5.49708497,4.165199822,4.409067198,4.158642666,3.099184362,2.393219929
FBgn0265653,lncRNA:CR44460,ncRNA,-3.96846175,1.910064117,440.3671907,1.04E-11,9.12E-10,10.71128638,9.079602934,8.820467422,1.07645267,0.767096575,1.005576729,0.511118093,0.619836872,0.694033779
FBgn0265834,CG44623,protein_coding,-3.963768369,3.18006108,433.2360901,2.30E-11,1.49E-09,22.45017923,24.305939,22.43209085,3.128889095,1.836994429,2.436589767,1.254562592,1.716471339,1.459864156
FBgn0264505,lncRNA:CR43904,ncRNA,-3.963634615,2.936761598,656.3777454,7.45E-13,1.89E-10,17.31214683,17.50940837,15.47391022,5.461203215,4.683326455,4.486419254,0.999003545,1.311193384,0.909423573
FBgn0038450,CG17560,protein_coding,-3.960612926,1.837674944,388.0253261,2.39E-11,1.49E-09,9.490248088,8.552740095,8.938976582,0.796574976,0.942048425,1.218294884,0.487885452,0.715196391,0.526508384
FBgn0265614,lncRNA:CR44432,ncRNA,-3.95608502,1.031167076,147.3462005,1.49E-08,1.66E-07,4.714900324,4.706641366,4.62185721,1.155392533,0.982421929,0.734844533,0.255559047,0.143039278,0.502576185
FBgn0264476,lncRNA:CR43884,ncRNA,-3.940738879,1.211681866,160.5969938,1.06E-08,1.28E-07,7.59219847,4.513458325,6.12861652,0.452110122,0.269156693,0.19338014,0.325256968,0.500637474,0.358982989
FBgn0264506,lncRNA:CR43905,ncRNA,-3.903427248,5.087816911,599.1796995,5.23E-11,2.63E-09,83.2844829,95.11630463,84.12457317,10.36265104,6.971158345,8.12196589,6.830396334,5.030214618,5.671931231
FBgn0037057,CG10512,protein_coding,-3.879005838,5.221933431,749.4838372,3.02E-12,4.24E-10,97.93694237,105.6711235,94.65495846,6.939531549,4.542019192,5.356629885,6.249580319,7.31884307,6.7010158
FBgn0265876,lncRNA:CR44665,ncRNA,-3.874130259,2.045790446,137.4163065,3.08E-07,2.04E-06,8.124135943,12.4866493,11.98635496,0.717635114,0.558500138,0.734844533,1.208097311,0.476797594,0.526508384
FBgn0040629,CAH5,protein_coding,-3.868285991,4.2649036,76.5361773,8.08E-05,0.000245494,59.15386483,46.59223711,51.92394162,1.944791158,1.285223208,0.773520561,2.230333497,5.602371731,2.967592712
FBgn0034592,CG9406,protein_coding,-3.867617089,5.918988704,480.7730664,1.90E-09,3.43E-08,128.2452888,139.6362146,152.1826903,36.41280567,28.53733836,30.05127379,7.573840833,12.18217853,9.022439131
FBgn0265508,asRNA:CR44370,ncRNA,-3.866889983,8.405758082,887.4378424,6.37E-13,1.77E-10,730.9667135,943.6289077,914.8907092,107.0568062,80.53841142,97.2121965,57.31492434,55.90451791,64.25795508
FBgn0267993,lncRNA:CR46260,ncRNA,-3.845197336,2.651474036,135.1149893,9.72E-07,5.34E-06,9.453979624,20.42471608,16.77751097,2.698308027,1.58129557,1.97247743,1.277795233,1.025114827,0.933355772
FBgn0040726,dpr1,protein_coding,-3.844338588,2.660275506,907.753672,8.62E-14,4.60E-11,13.58858452,15.82344728,14.50890707,3.207828958,3.095301968,2.997392174,1.022236186,1.072794587,0.957287971
FBgn0267983,lncRNA:CR46250,ncRNA,-3.835265184,1.394033084,262.2668838,3.05E-10,9.44E-09,6.141459909,7.902942593,5.654579883,0.789398625,0.726723071,0.618816449,0.302024328,0.524477354,0.550440584
FBgn0264435,lncRNA:CR43853,ncRNA,-3.831122861,2.617038851,666.1554987,6.75E-13,1.79E-10,13.69738991,18.29970263,14.23802899,1.786911433,1.668771496,1.798435304,1.045468827,1.048954707,1.148745566
FBgn0265547,lncRNA:CR44397,ncRNA,-3.828536571,2.4294976,500.0797261,4.50E-12,5.43E-10,14.28977483,13.15400889,13.23916607,1.64338441,1.392885885,1.353660982,1.16163203,0.977435068,0.717965979
FBgn0031255,BBS8,protein_coding,-3.826274607,1.96666003,282.9625285,1.86E-10,6.66E-09,9.985917096,9.097165029,10.81819325,1.004689159,1.076626771,0.580140421,0.859607702,0.667516632,0.574372783
FBgn0266692,asRNA:CR45182,ncRNA,-3.818740658,1.012105516,245.2473356,4.69E-10,1.28E-08,4.944600596,5.496935626,5.332912165,0.416228366,0.235512106,0.251394182,0.325256968,0.405277955,0.382915189
FBgn0267537,lncRNA:CR45877,ncRNA,-3.816851862,2.721423737,294.1150613,5.06E-10,1.34E-08,15.81305032,16.77180039,16.82830061,1.76538238,1.810078759,2.359237711,1.16163203,1.59727194,0.741898178
FBgn0263341,lncRNA:CR43422,ncRNA,-3.814549971,2.310621783,38.12325082,0.000580275,0.001417429,9.345174232,14.1199241,13.01907764,2.038083723,1.601482322,1.469689066,1.788913326,0.524477354,0.263254192
FBgn0028400,Syt4,protein_coding,-3.782302612,3.257830204,595.8723968,1.41E-12,2.72E-10,22.45017923,24.78011555,25.34403019,2.77724789,2.731940432,2.204533599,2.114170294,1.740311219,1.411999758
FBgn0010329,Tbh,protein_coding,-3.760148794,1.620616781,284.009489,1.82E-10,6.53E-09,5.875491173,7.095086239,6.992040394,2.239021554,1.601482322,1.798435304,0.464652812,0.357598196,0.646169381
FBgn0032913,CG9259,protein_coding,-3.755239708,1.744616232,350.1432682,4.67E-11,2.41E-09,5.718327829,7.200458807,7.313708112,2.540428302,2.402223484,2.842688062,0.371722249,0.619836872,0.502576185
FBgn0053301,CG33301,protein_coding,-3.726105944,1.578644446,45.25349728,0.000206855,0.000563427,5.10176394,8.359557054,10.61503469,0.236819587,0.27588561,0.251394182,1.208097311,0.262238677,0.33505079
FBgn0259917,CG42446,protein_coding,-3.718443561,6.652030388,183.5110987,2.94E-06,1.37E-05,241.8139392,279.9397887,225.5906495,46.15829051,31.70665842,22.49011031,17.79620269,21.21749294,17.75769187
FBgn0264980,lncRNA:CR44131,ncRNA,-3.71803931,4.825630387,641.091476,9.30E-12,8.54E-10,71.66648492,76.34242545,70.73303818,8.188216646,5.847429152,5.259939815,5.366739977,5.292453295,5.959117622
FBgn0267802,lncRNA:CR46127,ncRNA,-3.717092141,2.745857044,248.988432,2.73E-09,4.45E-08,17.17916246,17.82552607,17.01452929,1.758206028,1.02952435,1.121604813,1.324260514,1.692631459,0.933355772
FBgn0266004,lncRNA:CR44778,ncRNA,-3.715798451,1.703045079,241.2524288,5.22E-10,1.37E-08,8.523089047,7.5517007,8.515729584,1.004689159,0.571957972,0.792858575,0.743444499,0.691356512,0.430779587
FBgn0264470,lncRNA:CR43878,ncRNA,-3.715351149,2.958349932,823.0370654,1.66E-13,7.08E-11,19.82676034,18.59825824,18.8598862,2.554781004,2.308018641,2.88136409,1.324260514,1.454232662,1.579525153
FBgn0262009,CG42827,protein_coding,-3.710340968,4.893416624,78.15450133,8.47E-05,0.000255036,81.61613355,78.50256309,79.77359404,4.743568101,2.294560806,1.721083248,4.576830196,8.272438258,5.480473637
FBgn0265537,lncRNA:CR44387,ncRNA,-3.706018625,1.260290135,68.4015667,1.26E-05,4.78E-05,6.189817861,5.707680761,6.297915319,0.731987816,0.397006122,0.406098295,0.882840342,0.262238677,0.239321993
FBgn0032381,Mal-B1,protein_coding,-3.69976757,2.943522131,86.45056822,2.37E-05,8.36E-05,24.73509247,16.84204877,18.84295632,1.241508747,1.076626771,1.276308926,0.975770905,2.670066527,1.00515237
FBgn0265099,lncRNA:CR44204,ncRNA,-3.698767414,1.036560681,162.0729747,6.53E-09,8.76E-08,4.908332132,5.374000963,5.112823727,0.559755389,0.511397716,0.406098295,0.580816015,0.190719038,0.406847388
FBgn0265792,lncRNA:CR44581,ncRNA,-3.692018447,1.337984968,333.7121201,6.39E-11,3.02E-09,5.657880389,5.690118667,7.990903308,0.509520931,0.565229055,0.464112337,0.487885452,0.500637474,0.502576185
FBgn0265145,lncRNA:CR44214,ncRNA,-3.69073685,3.038055127,484.3810212,5.56E-12,5.98E-10,17.65065249,19.38855249,20.19734671,3.738878942,3.08857305,4.873179534,1.393958435,1.406552903,1.627389551
FBgn0264708,lncRNA:CR43977,ncRNA,-3.684401507,1.358135795,222.9179909,8.66E-10,1.97E-08,6.395339157,6.076484749,4.334049252,1.607502655,1.460175059,1.237632898,0.302024328,0.572157113,0.430779587
FBgn0262903,lncRNA:CR43258,ncRNA,-3.677607071,1.756556401,334.3599414,6.31E-11,3.00E-09,7.04817151,7.902942593,8.701958263,1.291743205,1.446717224,1.68240722,0.78990978,0.476797594,0.574372783
FBgn0261523,CG42658,protein_coding,-3.670542404,3.348537522,968.1992083,5.61E-14,3.96E-11,25.61762509,22.83072305,23.58332269,4.786626208,4.252675747,4.293039113,1.998007091,1.954870136,1.699186149
FBgn0260474,CG30002,protein_coding,-3.646785341,2.205351997,591.2068707,1.49E-12,2.79E-10,11.67844542,11.503172,11.5292482,1.083629022,1.150644862,1.314984954,1.045468827,0.78671603,0.933355772
FBgn0037630,Ir85a,protein_coding,-3.628808556,2.166349694,239.6735157,9.70E-10,2.16E-08,10.90471818,10.94118497,10.76740361,1.585973601,1.191018366,1.87578736,0.627281296,0.762876151,1.244474363
FBgn0265368,lncRNA:CR44309,ncRNA,-3.62718824,2.974965338,192.8440677,5.84E-08,5.13E-07,19.22228594,21.91749412,23.07542629,0.452110122,0.269156693,0.270732196,2.462659903,1.239673745,1.483796356
FBgn0262960,CG43271,protein_coding,-3.607645338,4.219309455,512.5062922,1.31E-11,1.04E-09,43.21991963,50.73689145,48.13164853,5.030622146,3.552868346,4.834503506,4.646528118,3.26606352,3.733423089
FBgn0039435,TwdlP,protein_coding,-3.607557029,1.908933055,232.7494676,6.57E-10,1.62E-08,4.243410291,5.830615424,4.435628531,5.640611993,4.737157794,6.768304909,0.278791687,0.524477354,0.382915189
FBgn0267683,lncRNA:CR46019,ncRNA,-3.604611639,2.210168983,522.5812653,3.37E-12,4.32E-10,11.44874515,12.04759693,11.42766893,1.126687128,1.224662952,1.024914743,0.78990978,1.144314226,0.933355772
FBgn0038838,TotB,protein_coding,-3.600982271,1.769882904,274.4469368,2.27E-10,7.64E-09,8.607715463,7.744883741,8.922046702,1.083629022,1.016066515,0.734844533,0.929305624,0.524477354,0.622237181
FBgn0267621,lncRNA:CR45959,ncRNA,-3.598829843,1.324905406,287.3755953,1.69E-10,6.22E-09,5.815043733,5.865739613,7.58458619,0.545402686,0.410463957,0.367422266,0.557583374,0.572157113,0.454711786
FBgn0003965,v,protein_coding,-3.579704782,1.338684281,198.2692224,1.83E-09,3.35E-08,5.150121892,5.953550087,5.620720123,1.463975632,1.184289449,1.469689066,0.650513937,0.262238677,0.478643986
FBgn0041249,Gr22f,protein_coding,-3.564180374,2.524759313,375.9501822,2.93E-11,1.72E-09,13.96335865,12.53933558,14.8982943,2.188787097,1.897554685,2.262547641,1.486888998,1.168154106,0.837626975
FBgn0261707,asRNA:CR42743,ncRNA,-3.561963565,1.376144024,328.3719429,7.10E-11,3.20E-09,6.322802229,5.795491235,6.382564718,0.961631052,0.746909823,1.121604813,0.511118093,0.476797594,0.574372783
FBgn0265980,lncRNA:CR44759,ncRNA,-3.546757582,2.348433932,541.6246895,2.66E-12,3.94E-10,12.5005306,13.57549916,13.76399235,0.832456732,0.693078484,0.657492477,1.324260514,1.072794587,1.00515237
FBgn0265897,lncRNA:CR44686,ncRNA,-3.54308037,2.778116332,561.1609064,2.10E-12,3.50E-10,17.20334144,18.91437594,16.08338589,1.672089815,1.567837736,1.334322968,1.417191076,1.764151098,1.292338761
FBgn0000120,Arr1,protein_coding,-3.536901328,4.169789198,601.0335279,1.41E-12,2.72E-10,37.56203925,34.38658133,36.17915332,14.510582,13.45783464,15.76048143,2.485892543,3.909740272,2.919728313
