id_gene,gene,is_core,is_conserved,is_ortho_metric_nodes
ENSMUSG00000014782,Plekhg4,True,True,False
ENSMUSG00000015095,Fbxw5,True,True,True
ENSMUSG00000015149,Sirt2,True,True,False
ENSMUSG00000015243,Abca1,True,True,False
ENSMUSG00000015341,Golga7,True,True,True
ENSMUSG00000015365,Mov10l1,True,True,True
ENSMUSG00000015542,Nat9,True,True,True
ENSMUSG00000015597,Zfp318,True,True,False
ENSMUSG00000015656,Hspa8,True,True,True
ENSMUSG00000015671,Psma2,True,True,True
ENSMUSG00000015697,Setdb1,True,True,True
ENSMUSG00000015714,Cers2,True,True,True
ENSMUSG00000015804,Med28,True,True,True
ENSMUSG00000017210,Med24,True,True,True
ENSMUSG00000017421,Zfp207,True,True,False
ENSMUSG00000017686,Rhot1,True,True,True
ENSMUSG00000017716,Birc5,True,True,False
ENSMUSG00000017740,Slc12a5,True,True,True
ENSMUSG00000018040,Rrp7a,True,True,False
ENSMUSG00000018042,Cyb5r3,True,True,True
ENSMUSG00000018160,Med1,True,True,True
ENSMUSG00000018239,Zcchc10,True,True,False
ENSMUSG00000018286,Psmb6,True,True,True
ENSMUSG00000018395,Kif3a,True,True,True
ENSMUSG00000018401,Mtmr4,True,True,True
ENSMUSG00000018554,Ybx2,True,True,False
ENSMUSG00000018574,Acadvl,True,True,True
ENSMUSG00000018666,Cbx1,True,True,False
ENSMUSG00000018669,Cdk5rap3,True,True,True
ENSMUSG00000018796,Acsl1,True,True,False
ENSMUSG00000018800,Abca5,True,True,False
ENSMUSG00000018845,Unc45b,True,True,True
ENSMUSG00000018900,Slc22a5,True,True,False
ENSMUSG00000019295,Tmem129,True,True,False
ENSMUSG00000019302,Atp6v0a1,True,True,False
ENSMUSG00000019370,Calm3,True,True,True
ENSMUSG00000019373,Cops3,True,True,True
ENSMUSG00000019432,Ddx39b,True,True,True
ENSMUSG00000019505,Ubb,True,True,True
ENSMUSG00000019738,Polr2i,True,False,False
ENSMUSG00000019942,Cdk1,True,True,True
ENSMUSG00000019971,Cep290,True,True,True
ENSMUSG00000019984,Med23,True,True,True
ENSMUSG00000020048,Hsp90b1,True,True,True
ENSMUSG00000020063,Sirt1,True,True,False
ENSMUSG00000020087,Tysnd1,True,True,True
ENSMUSG00000020114,Cand1,True,True,True
ENSMUSG00000020122,Egfr,True,False,False
ENSMUSG00000020170,Frs2,True,False,False
ENSMUSG00000020171,Yeats4,True,True,True
ENSMUSG00000020273,Papolg,True,True,False
ENSMUSG00000020280,Pus10,True,False,False
ENSMUSG00000020309,Chac2,True,True,True
ENSMUSG00000020333,Acsl6,True,True,False
ENSMUSG00000020359,Phykpl,True,False,False
ENSMUSG00000020463,Ppp4r3b,True,True,True
ENSMUSG00000020464,Pnpt1,True,True,True
ENSMUSG00000020471,Pold2,True,True,True
ENSMUSG00000020476,Dbnl,True,True,True
ENSMUSG00000020495,Smg8,True,True,True
ENSMUSG00000020516,Rps6kb1,True,True,True
ENSMUSG00000020523,Fam114a2,True,True,False
ENSMUSG00000020537,Drg2,True,True,True
ENSMUSG00000020544,Cox11,True,True,True
ENSMUSG00000020549,Elac2,True,True,True
ENSMUSG00000020593,Lpin1,True,True,True
ENSMUSG00000020658,Efr3b,True,False,False
ENSMUSG00000020659,Cbll1,True,True,True
ENSMUSG00000020738,Sumo2,True,True,True
ENSMUSG00000020747,Tmem94,True,True,True
ENSMUSG00000020776,Fbf1,True,True,False
ENSMUSG00000020817,Rabep1,True,True,True
ENSMUSG00000020863,Luc7l3,True,True,True
ENSMUSG00000020888,Dvl2,True,True,True
ENSMUSG00000020904,Cfap52,True,True,True
ENSMUSG00000020914,Top2a,True,True,True
ENSMUSG00000020926,Adam11,True,True,False
ENSMUSG00000020936,Nmt1,True,True,True
ENSMUSG00000020952,Scfd1,True,True,True
ENSMUSG00000020994,Pnn,True,True,True
ENSMUSG00000021066,Atl1,True,True,True
ENSMUSG00000021182,Ccdc88c,True,True,False
ENSMUSG00000021196,Pfkp,True,True,True
ENSMUSG00000021221,Dpf3,True,True,False
ENSMUSG00000021224,Numb,True,True,False
ENSMUSG00000021241,Isca2,True,True,True
ENSMUSG00000021270,Hsp90aa1,True,True,True
ENSMUSG00000021271,Zfp839,True,False,False
ENSMUSG00000021357,Exoc2,True,True,True
ENSMUSG00000021413,Prpf4b,True,True,True
ENSMUSG00000021466,Ptch1,True,False,False
ENSMUSG00000021497,Txndc15,True,True,False
ENSMUSG00000021553,Slc28a3,True,True,False
ENSMUSG00000021595,Nsun2,True,True,True
ENSMUSG00000021598,Med10,True,True,True
ENSMUSG00000021610,Clptm1l,True,True,True
ENSMUSG00000021635,Rad17,True,True,True
ENSMUSG00000021661,Ankra2,True,True,True
ENSMUSG00000021686,Ap3b1,True,True,True
ENSMUSG00000021731,Mrps30,True,True,True
ENSMUSG00000021748,Pdhb,True,True,True
ENSMUSG00000021759,Plpp1,True,True,False
ENSMUSG00000021767,Kat6b,True,True,True
ENSMUSG00000021771,Vdac2,True,True,False
ENSMUSG00000021807,Rtraf,True,True,True
ENSMUSG00000021870,Slmap,True,True,True
ENSMUSG00000021938,Pspc1,True,True,False
ENSMUSG00000021945,Zmym2,True,True,False
ENSMUSG00000021957,Tkt,True,True,True
ENSMUSG00000021981,Cab39l,True,True,True
ENSMUSG00000021987,Mtmr6,True,True,True
ENSMUSG00000021993,Mipep,True,True,True
ENSMUSG00000022013,Dnajc15,True,True,True
ENSMUSG00000022020,Naa16,True,True,True
ENSMUSG00000022023,Wbp4,True,True,False
ENSMUSG00000022300,Dcaf13,True,True,True
ENSMUSG00000022387,Brd1,True,True,True
ENSMUSG00000022394,L3mbtl2,True,True,False
ENSMUSG00000022400,Rbx1,True,False,False
ENSMUSG00000022466,Rpap3,True,True,True
ENSMUSG00000022474,Pmm1,True,True,True
ENSMUSG00000022483,Col2a1,True,True,True
ENSMUSG00000022536,Glyr1,True,True,False
ENSMUSG00000022568,Scrib,True,True,True
ENSMUSG00000022706,Mrpl40,True,True,True
ENSMUSG00000022711,Pmm2,True,True,True
ENSMUSG00000022769,Sdf2l1,True,True,True
ENSMUSG00000022771,Ppil2,True,False,False
ENSMUSG00000022773,Ypel1,True,True,True
ENSMUSG00000022801,Lrch3,True,True,False
ENSMUSG00000022828,Gtf2e1,True,True,True
ENSMUSG00000022881,Rfc4,True,True,True
ENSMUSG00000022884,Eif4a2,True,True,True
ENSMUSG00000022972,Cfap298,True,True,True
ENSMUSG00000023018,Smarcd1,True,True,True
ENSMUSG00000023021,Cers5,True,True,True
ENSMUSG00000023032,Slc4a8,True,True,True
ENSMUSG00000023033,Scn8a,True,False,False
ENSMUSG00000023156,Rpp14,True,True,True
ENSMUSG00000023272,Creld2,True,True,True
ENSMUSG00000023868,Pde10a,True,True,True
ENSMUSG00000023892,Zfp51,True,True,False
ENSMUSG00000023908,Pkmyt1,True,True,True
ENSMUSG00000023953,Polh,True,True,True
ENSMUSG00000023980,Taf8,True,True,True
ENSMUSG00000024006,Stk38,True,True,True
ENSMUSG00000024033,Rsph1,True,True,True
ENSMUSG00000024068,Spast,True,True,True
ENSMUSG00000024130,Abca3,True,True,False
ENSMUSG00000024145,Pigf,True,True,True
ENSMUSG00000024158,Hagh,True,True,True
ENSMUSG00000024169,Ift140,True,True,True
ENSMUSG00000024188,Luc7l,True,True,True
ENSMUSG00000024191,Bnip1,True,True,True
ENSMUSG00000024217,Snrpc,True,True,True
ENSMUSG00000024286,Ccny,True,True,True
ENSMUSG00000024287,Thoc1,True,True,True
ENSMUSG00000024293,Esco1,True,True,False
ENSMUSG00000024325,Ring1,True,True,True
ENSMUSG00000024393,Prrc2a,True,True,True
ENSMUSG00000024414,Mrpl27,True,True,True
ENSMUSG00000024474,Ik,True,True,True
ENSMUSG00000024498,Tcerg1,True,True,False
ENSMUSG00000024500,Ppp2r2b,True,True,True
ENSMUSG00000024588,Fech,True,True,True
ENSMUSG00000024598,Fbn2,True,True,True
ENSMUSG00000024604,Rbm22,True,True,True
ENSMUSG00000024727,Trpm6,True,True,False
ENSMUSG00000024735,Prpf19,True,False,False
ENSMUSG00000024740,Ddb1,True,True,True
ENSMUSG00000024795,Kif20b,True,True,False
ENSMUSG00000024799,Tm7sf2,True,True,False
ENSMUSG00000024807,Syvn1,True,True,True
ENSMUSG00000024833,Pola2,True,True,True
ENSMUSG00000024870,Rab1b,True,True,True
ENSMUSG00000024875,Yif1a,True,True,True
ENSMUSG00000024889,Rce1,True,True,True
ENSMUSG00000024892,Pcx,True,True,True
ENSMUSG00000024902,Mrpl11,True,True,True
ENSMUSG00000024921,Smarca2,True,True,True
ENSMUSG00000024926,Kat5,True,True,True
ENSMUSG00000024955,Esrra,True,True,False
ENSMUSG00000024969,Mark2,True,True,False
ENSMUSG00000025026,Add3,True,True,False
ENSMUSG00000025102,3110040N11Rik,True,True,True
ENSMUSG00000025103,Btbd1,True,True,True
ENSMUSG00000025133,Ints4,True,False,False
ENSMUSG00000025147,Mob2,True,True,True
ENSMUSG00000025193,Cutc,True,True,True
ENSMUSG00000025208,Mrpl43,True,True,True
ENSMUSG00000025358,Cdk2,True,True,True
ENSMUSG00000025369,Smarcc2,True,True,True
ENSMUSG00000025404,R3hdm2,True,True,False
ENSMUSG00000025423,Pias2,True,True,True
ENSMUSG00000025437,Usp33,True,True,True
ENSMUSG00000025451,Paip1,True,True,True
ENSMUSG00000025470,Zfp511,True,True,False
ENSMUSG00000025485,Ric8a,True,True,True
ENSMUSG00000025486,Sirt3,True,True,False
ENSMUSG00000025509,Pnpla2,True,True,True
ENSMUSG00000025519,Tktl2,True,True,True
ENSMUSG00000025575,Cant1,True,True,True
ENSMUSG00000025584,Pde8a,True,True,True
ENSMUSG00000025607,Copg2,True,True,True
ENSMUSG00000025733,Rhot2,True,True,True
ENSMUSG00000025737,Wdr24,True,True,True
ENSMUSG00000025762,Larp1b,True,True,False
ENSMUSG00000025785,Exosc7,True,True,True
ENSMUSG00000025790,Slco3a1,True,True,False
ENSMUSG00000025792,Slc25a10,True,True,False
ENSMUSG00000025857,Dnaaf5,True,True,True
ENSMUSG00000025892,Gria4,True,True,True
ENSMUSG00000025898,Cwf19l2,True,True,False
ENSMUSG00000025907,Rb1cc1,True,True,True
ENSMUSG00000025912,Mybl1,True,True,False
ENSMUSG00000025940,Tmem70,True,True,False
ENSMUSG00000025979,Mob4,True,True,True
ENSMUSG00000025982,Sf3b1,True,True,True
ENSMUSG00000026018,Ica1l,True,True,True
ENSMUSG00000026019,Wdr12,True,True,True
ENSMUSG00000026028,Trak2,True,True,True
ENSMUSG00000026094,Stk17b,True,True,False
ENSMUSG00000026111,Unc50,True,True,True
ENSMUSG00000026174,Cnot9,True,True,True
ENSMUSG00000026200,Glb1l,True,True,False
ENSMUSG00000026229,Psmd1,True,True,True
ENSMUSG00000026277,Stk25,True,True,True
ENSMUSG00000026356,Dars,True,True,True
ENSMUSG00000026374,Tsn,True,True,True
ENSMUSG00000026383,Epb41l5,True,True,True
ENSMUSG00000026463,Atp2b4,True,True,False
ENSMUSG00000026491,Ahctf1,True,True,False
ENSMUSG00000026495,Efcab2,True,True,True
ENSMUSG00000026575,Nme7,True,True,True
ENSMUSG00000026584,Scyl3,True,True,False
ENSMUSG00000026594,Ralgps2,True,True,False
ENSMUSG00000026617,Bpnt1,True,True,True
ENSMUSG00000026620,Mark1,True,True,False
ENSMUSG00000026743,Mllt10,True,True,True
ENSMUSG00000026754,Golga1,True,True,True
ENSMUSG00000026816,Gtf3c5,True,False,False
ENSMUSG00000026825,Dnm1,True,True,True
ENSMUSG00000026836,Acvr1,True,True,True
ENSMUSG00000026843,Fubp3,True,True,True
ENSMUSG00000026848,Tor1b,True,True,False
ENSMUSG00000026854,Usp20,True,True,True
ENSMUSG00000026880,Stom,True,True,True
ENSMUSG00000026914,Psmd14,True,True,True
ENSMUSG00000026925,Inpp5e,True,True,True
ENSMUSG00000027030,Stk39,True,True,True
ENSMUSG00000027099,Mtx2,True,True,True
ENSMUSG00000027115,Kif18a,True,True,True
ENSMUSG00000027130,Slc12a6,True,True,False
ENSMUSG00000027176,Cstf3,True,True,True
ENSMUSG00000027185,Nat10,True,False,False
ENSMUSG00000027193,Api5,True,True,True
ENSMUSG00000027207,Galk2,True,True,False
ENSMUSG00000027255,Arfgap2,True,True,True
ENSMUSG00000027300,Ubox5,True,True,True
ENSMUSG00000027332,Ivd,True,True,True
ENSMUSG00000027342,Pcna,True,True,True
ENSMUSG00000027346,Gpcpd1,True,True,True
ENSMUSG00000027363,Usp8,True,True,True
ENSMUSG00000027367,Stard7,True,True,True
ENSMUSG00000027379,Bub1,True,True,True
ENSMUSG00000027411,Vps16,True,True,True
ENSMUSG00000027425,Kat14,True,False,False
ENSMUSG00000027455,Nsfl1c,True,True,True
ENSMUSG00000027475,Kif3b,True,True,True
ENSMUSG00000027487,Cdk5rap1,True,True,True
ENSMUSG00000027522,Stx16,True,True,True
ENSMUSG00000027533,Fabp5,True,True,True
ENSMUSG00000027569,Mrgbp,True,True,True
ENSMUSG00000027603,Ggt7,True,True,True
ENSMUSG00000027605,Acss2,True,False,False
ENSMUSG00000027618,Nfs1,True,True,True
ENSMUSG00000027642,Rpn2,True,True,True
ENSMUSG00000027671,Actl6a,True,True,True
ENSMUSG00000027680,Fxr1,True,True,True
ENSMUSG00000027699,Ect2,True,True,True
ENSMUSG00000027709,Mccc1,True,True,True
ENSMUSG00000027710,Acad9,True,True,True
ENSMUSG00000027751,Supt20,True,True,False
ENSMUSG00000027822,Slc33a1,True,True,False
ENSMUSG00000027889,Ampd2,True,True,False
ENSMUSG00000027977,Ndst3,True,True,True
ENSMUSG00000028010,Gar1,True,True,True
ENSMUSG00000028049,Scamp3,True,True,False
ENSMUSG00000028069,Gpatch4,True,True,True
ENSMUSG00000028096,Gpr89,True,True,False
ENSMUSG00000028134,Ptbp2,True,True,False
ENSMUSG00000028212,Ccne2,True,True,True
ENSMUSG00000028248,Pnisr,True,True,True
ENSMUSG00000028271,Gtf2b,True,True,True
ENSMUSG00000028289,Epha7,True,True,False
ENSMUSG00000028291,Akirin2,True,True,False
ENSMUSG00000028294,Cfap206,True,True,True
ENSMUSG00000028329,Xpa,True,True,True
ENSMUSG00000028330,Ncbp1,True,True,True
ENSMUSG00000028333,Anp32b,True,True,False
ENSMUSG00000028458,Tesk1,True,True,False
ENSMUSG00000028468,Rgp1,True,True,True
ENSMUSG00000028550,Atg4c,True,True,True
ENSMUSG00000028568,Btf3l4,True,True,True
ENSMUSG00000028607,Cpt2,True,False,False
ENSMUSG00000028639,Ybx1,True,True,True
ENSMUSG00000028681,Ptch2,True,True,False
ENSMUSG00000028698,Pik3r3,True,True,True
ENSMUSG00000028702,Rad54l,True,True,True
ENSMUSG00000028741,Mrto4,True,True,True
ENSMUSG00000028756,Pink1,True,True,True
ENSMUSG00000028790,Khdrbs1,True,True,False
ENSMUSG00000028830,AU040320,True,False,False
ENSMUSG00000028848,Gpn2,True,True,True
ENSMUSG00000028931,Kcnab2,True,False,False
ENSMUSG00000028948,Nol9,True,True,True
ENSMUSG00000028949,Smarcd3,True,True,True
ENSMUSG00000028973,Abcb8,True,True,True
ENSMUSG00000028995,Fam126a,True,True,False
ENSMUSG00000029020,Mfn2,True,True,True
ENSMUSG00000029071,Dvl1,True,True,True
ENSMUSG00000029101,Rgs12,True,True,False
ENSMUSG00000029103,Lrpap1,True,True,False
ENSMUSG00000029106,Add1,True,True,False
ENSMUSG00000029111,Nelfa,True,True,True
ENSMUSG00000029141,Slc4a1ap,True,True,False
ENSMUSG00000029227,Fip1l1,True,True,True
ENSMUSG00000029283,Cdc7,True,True,True
ENSMUSG00000029388,Eif2b1,True,True,True
ENSMUSG00000029407,Uso1,True,False,False
ENSMUSG00000029408,Abcb9,True,True,False
ENSMUSG00000029423,Piwil1,True,True,True
ENSMUSG00000029426,Scarb2,True,True,True
ENSMUSG00000029430,Ran,True,True,True
ENSMUSG00000029432,Nipsnap2,True,True,False
ENSMUSG00000029474,Rnf34,True,True,True
ENSMUSG00000029475,Kdm2b,True,True,False
ENSMUSG00000029501,Ankle2,True,True,True
ENSMUSG00000029504,Ddx51,True,False,False
ENSMUSG00000029507,Pus1,True,True,True
ENSMUSG00000029510,Gpc2,True,True,True
ENSMUSG00000029513,Prkab1,True,True,True
ENSMUSG00000029516,Cit,True,True,True
ENSMUSG00000029617,Ccz1,True,True,True
ENSMUSG00000029624,Ptcd1,True,True,False
ENSMUSG00000029625,Cpsf4,True,True,True
ENSMUSG00000029687,Ezh2,True,True,True
ENSMUSG00000029714,Gigyf1,True,True,True
ENSMUSG00000029823,Luc7l2,True,True,True
ENSMUSG00000029910,Mad2l1,True,True,True
ENSMUSG00000029922,Mkrn1,True,True,True
ENSMUSG00000029992,Gfpt1,True,True,True
ENSMUSG00000030008,Pradc1,True,False,False
ENSMUSG00000030061,Uba3,True,True,True
ENSMUSG00000030062,Rpn1,True,True,True
ENSMUSG00000030092,Cntn6,True,True,False
ENSMUSG00000030095,Tmem43,True,True,False
ENSMUSG00000030127,Cops7a,True,True,True
ENSMUSG00000030138,Bms1,True,True,True
ENSMUSG00000030170,Wnt5b,True,True,True
ENSMUSG00000030246,Ldhb,True,True,True
ENSMUSG00000030271,Ogg1,True,False,False
ENSMUSG00000030279,C2cd5,True,True,True
ENSMUSG00000030284,Creld1,True,True,False
ENSMUSG00000030323,Ift122,True,True,True
ENSMUSG00000030417,Pdcd5,True,True,True
ENSMUSG00000030423,Pop4,True,True,True
ENSMUSG00000030435,U2af2,True,True,True
ENSMUSG00000030447,Cyfip1,True,True,True
ENSMUSG00000030521,Mphosph10,True,True,True
ENSMUSG00000030523,Trpm1,True,True,False
ENSMUSG00000030528,Blm,True,True,True
ENSMUSG00000030551,Nr2f2,True,True,True
ENSMUSG00000030588,Yif1b,True,True,True
ENSMUSG00000030611,Mrps11,True,True,True
ENSMUSG00000030621,Me3,True,True,True
ENSMUSG00000030638,Sh3gl3,True,True,True
ENSMUSG00000030654,Arl6ip1,True,True,True
ENSMUSG00000030750,Nsmce1,True,True,True
ENSMUSG00000030780,BC017158,True,True,False
ENSMUSG00000030815,Phkg2,True,True,True
ENSMUSG00000030850,Ate1,True,True,True
ENSMUSG00000030861,Acadsb,True,True,True
ENSMUSG00000030867,Plk1,True,True,True
ENSMUSG00000030868,Dctn5,True,True,True
ENSMUSG00000030987,Stim1,True,True,True
ENSMUSG00000031119,Gpc4,True,True,True
ENSMUSG00000031278,Acsl4,True,True,False
ENSMUSG00000031392,Irak1,True,True,True
ENSMUSG00000031446,Cul4a,True,True,True
ENSMUSG00000031505,Naxd,True,True,True
ENSMUSG00000031513,Leprotl1,True,True,True
ENSMUSG00000031516,Dctn6,True,True,True
ENSMUSG00000031575,Ash2l,True,True,True
ENSMUSG00000031596,Slc7a2,True,True,False
ENSMUSG00000031660,Brd7,True,True,True
ENSMUSG00000031691,Tnpo2,True,True,True
ENSMUSG00000031730,Dhodh,True,True,True
ENSMUSG00000031748,Gnao1,True,True,True
ENSMUSG00000031753,Cog4,True,True,True
ENSMUSG00000031754,Nudt21,True,True,True
ENSMUSG00000031781,Ciapin1,True,True,True
ENSMUSG00000031821,Gins2,True,False,False
ENSMUSG00000031849,Comp,True,True,False
ENSMUSG00000031851,Ntpcr,True,True,True
ENSMUSG00000031878,Nae1,True,True,True
ENSMUSG00000031889,D230025D16Rik,True,False,False
ENSMUSG00000031898,Dpep3,True,False,False
ENSMUSG00000031928,Mre11a,True,False,False
ENSMUSG00000031935,Med17,True,True,True
ENSMUSG00000031938,4931406C07Rik,True,True,True
ENSMUSG00000031986,Sprtn,True,True,True
ENSMUSG00000031996,Aplp2,True,False,False
ENSMUSG00000032026,Rexo2,True,True,True
ENSMUSG00000032047,Acat1,True,True,True
ENSMUSG00000032058,Ppp2r1b,True,True,True
ENSMUSG00000032097,Ddx6,True,True,True
ENSMUSG00000032101,Ddx25,True,True,False
ENSMUSG00000032119,Hinfp,True,True,False
ENSMUSG00000032186,Tmod2,True,True,True
ENSMUSG00000032187,Smarca4,True,True,True
ENSMUSG00000032193,Ldlr,True,True,True
ENSMUSG00000032212,Sltm,True,True,False
ENSMUSG00000032320,Rcn2,True,True,False
ENSMUSG00000032342,Mto1,True,True,True
ENSMUSG00000032352,Lrrc1,True,True,False
ENSMUSG00000032382,Snx1,True,True,True
ENSMUSG00000032396,Dis3l,True,False,False
ENSMUSG00000032405,Pias1,True,True,True
ENSMUSG00000032407,U2surp,True,True,False
ENSMUSG00000032508,Myd88,True,True,True
ENSMUSG00000032525,Nktr,True,True,False
ENSMUSG00000032536,Trak1,True,True,True
ENSMUSG00000032540,Abhd5,True,True,True
ENSMUSG00000032575,Manf,True,True,True
ENSMUSG00000032621,Srek1,True,True,False
ENSMUSG00000032705,Exd2,True,True,True
ENSMUSG00000032740,Ccdc88a,True,True,True
ENSMUSG00000032777,Gtf3c1,True,True,True
ENSMUSG00000032788,Pdxk,True,True,True
ENSMUSG00000032883,Acsl3,True,True,False
ENSMUSG00000032939,Nup93,True,True,True
ENSMUSG00000033055,Ankrd54,True,True,True
ENSMUSG00000033065,Pfkm,True,True,True
ENSMUSG00000033075,Senp1,True,True,False
ENSMUSG00000033159,Cnppd1,True,True,True
ENSMUSG00000033222,Ttf2,True,True,False
ENSMUSG00000033335,Dnm2,True,True,True
ENSMUSG00000033396,Spg11,True,True,True
ENSMUSG00000033526,Ppip5k1,True,True,True
ENSMUSG00000033610,Pank1,True,True,False
ENSMUSG00000033628,Pik3c3,True,False,False
ENSMUSG00000033629,Hacd3,True,True,False
ENSMUSG00000033644,Piwil2,True,True,True
ENSMUSG00000033658,Ddx19b,True,True,True
ENSMUSG00000033760,Rbm4b,True,True,False
ENSMUSG00000033819,Ppp1r16a,True,True,True
ENSMUSG00000033882,Rbm46,True,True,False
ENSMUSG00000033902,Mapkbp1,True,True,True
ENSMUSG00000033904,Ccp110,True,True,True
ENSMUSG00000033918,Parl,True,True,True
ENSMUSG00000033985,Tesk2,True,True,False
ENSMUSG00000033987,Dnah17,True,False,False
ENSMUSG00000034007,Scaper,True,False,False
ENSMUSG00000034023,Fancd2,True,True,True
ENSMUSG00000034105,Meak7,True,True,True
ENSMUSG00000034108,Ccs,True,False,False
ENSMUSG00000034156,Tspoap1,True,False,False
ENSMUSG00000034158,Lrrc58,True,False,False
ENSMUSG00000034206,Polq,True,True,False
ENSMUSG00000034227,Foxj1,True,True,True
ENSMUSG00000034349,Smc4,True,True,True
ENSMUSG00000034706,Dnaic2,True,True,True
ENSMUSG00000034858,Fam214a,True,True,False
ENSMUSG00000034893,Cog3,True,True,True
ENSMUSG00000034932,Mrpl54,True,True,True
ENSMUSG00000034949,Zfr2,True,True,True
ENSMUSG00000035024,Ncapd3,True,True,True
ENSMUSG00000035047,Kri1,True,True,False
ENSMUSG00000035093,Secisbp2l,True,True,False
ENSMUSG00000035247,Hectd1,True,True,True
ENSMUSG00000035266,Helq,True,True,False
ENSMUSG00000035455,Fignl1,True,True,False
ENSMUSG00000035478,Mbd3,True,True,True
ENSMUSG00000035629,Rubcn,True,True,True
ENSMUSG00000035681,Kcnc2,True,True,False
