id_gene,gene,is_core,is_conserved,is_ortho_metric_nodes
FBgn0004838,Hrb27C,True,True,True
FBgn0004855,RpII15,True,False,False
FBgn0004872,piwi,True,True,True
FBgn0004875,enc,True,True,False
FBgn0004876,cdi,True,True,False
FBgn0004889,tws,True,True,True
FBgn0004903,Rb97D,True,True,False
FBgn0004915,TfIIB,True,True,True
FBgn0004924,Top1,True,True,True
FBgn0005411,U2af50,True,True,True
FBgn0005585,Calr,True,True,True
FBgn0005617,msl-1,True,False,False
FBgn0005655,PCNA,True,True,True
FBgn0005696,DNApol-alpha73,True,True,True
FBgn0005777,PpD3,True,True,True
FBgn0010194,Wnt5,True,True,True
FBgn0010213,Sod2,True,True,True
FBgn0010258,Rbp4,True,True,False
FBgn0010280,Taf4,True,True,True
FBgn0010314,Cks30A,True,True,True
FBgn0010328,woc,True,True,True
FBgn0010340,140up,True,True,True
FBgn0010382,CycE,True,True,True
FBgn0010389,htl,True,True,True
FBgn0010435,emp,True,True,True
FBgn0010441,pll,True,True,True
FBgn0010531,Ccs,True,False,False
FBgn0010590,Prosbeta1,True,True,True
FBgn0010812,unc-45,True,True,True
FBgn0011205,fbl,True,True,True
FBgn0011224,heph,True,True,True
FBgn0011259,Sema1a,True,True,False
FBgn0011260,Sema2a,True,True,False
FBgn0011300,babo,True,True,True
FBgn0011586,e(r),True,True,True
FBgn0011596,fzo,True,True,True
FBgn0011640,lark,True,True,False
FBgn0011740,alpha-Man-IIa,True,True,True
FBgn0011754,PhKgamma,True,True,True
FBgn0011763,Dp,True,True,True
FBgn0011824,CG4038,True,True,True
FBgn0012034,AcCoAS,True,False,False
FBgn0013548,l(2)dtl,True,False,False
FBgn0013759,CASK,True,True,True
FBgn0013812,Dhc93AB,True,False,False
FBgn0014075,Uggt,True,True,False
FBgn0014189,Hel25E,True,True,True
FBgn0014870,Psi,True,True,True
FBgn0015019,CCT3,True,True,True
FBgn0015075,Ddx1,True,True,True
FBgn0015239,Hr78,True,True,False
FBgn0015277,Pi3K59F,True,False,False
FBgn0015351,CG14906,True,True,True
FBgn0015391,glu,True,True,True
FBgn0015520,nonA-l,True,True,False
FBgn0015544,spag,True,True,True
FBgn0015572,alpha-Est4,True,True,False
FBgn0015574,alpha-Est6,True,False,False
FBgn0015621,Clp,True,True,True
FBgn0015622,Cnx99A,True,True,True
FBgn0015765,p38a,True,True,True
FBgn0015790,Rab11,True,True,True
FBgn0015828,TfIIEalpha,True,True,True
FBgn0015949,hrg,True,True,True
FBgn0016041,Tom40,True,True,True
FBgn0016059,Sema1b,True,True,False
FBgn0016075,vkg,True,True,False
FBgn0016078,wun,True,True,False
FBgn0016919,nompB,True,True,True
FBgn0016970,l(2)k10201,True,True,False
FBgn0017414,cag,True,True,False
FBgn0017551,Rca1,True,True,False
FBgn0017556,Prosalpha4T2,True,True,True
FBgn0017572,Mo25,True,True,True
FBgn0019890,Smg5,True,True,True
FBgn0019932,SamDC,True,True,True
FBgn0019952,Orct,True,True,True
FBgn0020251,sfl,True,True,True
FBgn0020255,Ran,True,True,True
FBgn0020270,mre11,True,False,False
FBgn0020278,loco,True,True,False
FBgn0020309,crol,True,True,False
FBgn0020392,Nmt,True,True,True
FBgn0020622,Pi3K21B,True,True,True
FBgn0020930,Dgkepsilon,True,True,True
FBgn0021967,ND-PDSW,True,True,True
FBgn0022153,l(2)k05819,True,True,True
FBgn0022338,dnk,True,True,False
FBgn0022699,D19B,True,True,False
FBgn0022724,Taf8,True,True,True
FBgn0022800,Cad96Ca,True,True,True
FBgn0022935,D19A,True,False,False
FBgn0022942,Cbp80,True,False,False
FBgn0022959,yps,True,True,True
FBgn0022986,qkr58E-1,True,True,False
FBgn0022987,qkr54B,True,False,False
FBgn0023083,fray,True,True,True
FBgn0023096,btv,True,True,True
FBgn0023514,CG14805,True,False,False
FBgn0023536,CG3156,True,True,True
FBgn0024285,Srp54,True,True,False
FBgn0024291,Sirt1,True,True,False
FBgn0024542,Neos,True,True,True
FBgn0024555,flfl,True,True,True
FBgn0024804,Dbp80,True,True,True
FBgn0024833,AP-1mu,True,True,True
FBgn0024846,p38b,True,False,False
FBgn0024921,Tnpo,True,True,True
FBgn0024945,NitFhit,True,True,False
FBgn0025463,Bap60,True,True,True
FBgn0025615,Torsin,True,True,False
FBgn0025635,CG17829,True,True,False
FBgn0025638,Roc1a,True,True,True
FBgn0025716,Bap55,True,True,True
FBgn0025720,Ate1,True,True,True
FBgn0025790,TBPH,True,True,False
FBgn0025807,Rad9,True,False,False
FBgn0025808,Rad17,True,True,True
FBgn0025837,CG17636,True,True,True
FBgn0025874,Meics,True,True,False
FBgn0025936,Eph,True,True,False
FBgn0026079,Nsun2,True,True,True
FBgn0026080,Tip60,True,True,True
FBgn0026192,par-6,True,True,True
FBgn0026432,Grip163,True,True,True
FBgn0026616,alpha-Man-IIb,True,False,False
FBgn0026630,nes,True,True,True
FBgn0026679,IntS4,True,False,False
FBgn0026777,Rad23,True,True,True
FBgn0026787,Nhe1,True,True,True
FBgn0026876,CG11403,True,False,False
FBgn0027055,CSN3,True,True,True
FBgn0027095,Manf,True,True,True
FBgn0027279,l(1)G0196,True,True,True
FBgn0027330,l(1)G0020,True,False,False
FBgn0027341,Gfat1,True,False,False
FBgn0027507,CG1344,True,True,False
FBgn0027509,TBCD,True,True,True
FBgn0027518,Wdr24,True,True,True
FBgn0027524,CG3909,True,True,True
FBgn0027537,Nup93-1,True,True,True
FBgn0027568,Cand1,True,True,True
FBgn0027580,PCB,True,True,True
FBgn0027587,CG7028,True,True,True
FBgn0027610,Dic1,True,True,False
FBgn0027864,Ogg1,True,False,False
FBgn0027866,CG9776,True,True,False
FBgn0027885,Aac11,True,True,True
FBgn0027903,CG12018,True,True,True
FBgn0027950,MBD-like,True,True,True
FBgn0028292,ric8a,True,True,True
FBgn0028343,Ankle2,True,True,True
FBgn0028360,Cdc7,True,True,True
FBgn0028387,chm,True,True,True
FBgn0028425,JhI-21,True,True,False
FBgn0028426,RNaseZ,True,True,True
FBgn0028467,CG11070,True,True,True
FBgn0028497,CG3530,True,True,True
FBgn0028539,Eato,True,False,False
FBgn0028579,phtf,True,True,True
FBgn0028647,CG11902,True,True,False
FBgn0028669,Vha100-3,True,True,False
FBgn0028670,Vha100-2,True,True,False
FBgn0028671,Vha100-1,True,True,False
FBgn0028684,Rpt5,True,True,True
FBgn0028692,Rpn2,True,True,True
FBgn0028694,Rpn11,True,True,True
FBgn0028734,Fmr1,True,True,True
FBgn0028836,CSN7,True,True,True
FBgn0028879,CG15270,True,False,False
FBgn0028887,CG3491,True,True,True
FBgn0028892,CG4161,True,True,False
FBgn0028897,CG4935,True,True,False
FBgn0028903,CG13243,True,True,True
FBgn0028932,CG16890,True,True,False
FBgn0028968,gammaCOP,True,True,True
FBgn0028997,nmdyn-D7,True,True,True
FBgn0029094,asf1,True,True,True
FBgn0029121,Sras,True,True,True
FBgn0029152,Mkrn1,True,True,True
FBgn0029155,Men-b,True,True,True
FBgn0029512,Aos1,True,True,False
FBgn0029714,CG3527,True,True,True
FBgn0029778,RhoGAP5A,True,True,False
FBgn0029820,CG16721,True,True,False
FBgn0029853,CG3781,True,True,True
FBgn0029856,CG11700,True,True,True
FBgn0029870,Marf,True,True,True
FBgn0029887,CG3198,True,True,True
FBgn0029891,Pink1,True,True,True
FBgn0029906,xit,True,True,True
FBgn0029911,CG14435,True,True,True
FBgn0029928,CG3032,True,False,False
FBgn0029969,CG10932,True,True,True
FBgn0029993,CG1571,True,True,True
FBgn0030008,CG2129,True,True,False
FBgn0030010,CG10959,True,False,False
FBgn0030055,CG12772,True,True,True
FBgn0030082,HP1b,True,False,False
FBgn0030099,CG12056,True,True,True
FBgn0030109,CG12121,True,True,True
FBgn0030122,Aladin,True,True,False
FBgn0030183,CG15309,True,True,True
FBgn0030200,RabX2,True,True,True
FBgn0030221,Rab9Db,True,True,True
FBgn0030345,CG1847,True,True,True
FBgn0030354,Upf1,True,True,True
FBgn0030377,CG1924,True,True,True
FBgn0030403,CG1824,True,True,False
FBgn0030411,CG2540,True,True,True
FBgn0030434,Brms1,True,True,True
FBgn0030456,CG4332,True,True,True
FBgn0030518,CG11134,True,True,True
FBgn0030574,CG9413,True,False,False
FBgn0030577,CG5334,True,True,True
FBgn0030578,CG5347,True,True,True
FBgn0030581,CG14408,True,True,False
FBgn0030607,dob,True,True,True
FBgn0030610,CG9065,True,True,False
FBgn0030620,CG5662,True,True,True
FBgn0030655,CG9213,True,True,False
FBgn0030692,mRpS30,True,True,True
FBgn0030706,Lrp4,True,True,False
FBgn0030724,Nipsnap,True,True,False
FBgn0030735,CG3632,True,True,True
FBgn0030753,rngo,True,True,False
FBgn0030768,CG9723,True,True,False
FBgn0030794,CG13005,True,False,False
FBgn0030796,CG4829,True,True,True
FBgn0030871,CG8142,True,True,True
FBgn0030874,Spt7,True,True,True
FBgn0030932,Ggt-1,True,True,True
FBgn0030993,Mec2,True,True,True
FBgn0031020,Naa15-16,True,True,True
FBgn0031047,Rcd-1,True,True,True
FBgn0031052,CG14215,True,True,False
FBgn0031066,COX6B,True,True,False
FBgn0031078,Nup205,True,False,False
FBgn0031094,CG9578,True,True,True
FBgn0031099,CG17065,True,True,True
FBgn0031106,Syx16,True,True,True
FBgn0031144,CG1529,True,False,False
FBgn0031169,CG1494,True,False,False
FBgn0031170,ABCA,True,True,False
FBgn0031171,CG1801,True,False,False
FBgn0031191,Cp110,True,True,True
FBgn0031217,CG11377,True,True,True
FBgn0031227,CG3709,True,False,False
FBgn0031239,CG17075,True,True,True
FBgn0031254,CG13692,True,True,False
FBgn0031256,shv,True,True,True
FBgn0031264,CG11835,True,True,True
FBgn0031266,Sf3b1,True,True,True
FBgn0031287,CG4291,True,True,False
FBgn0031374,Wdr62,True,True,True
FBgn0031456,Tnpo-SR,True,True,False
FBgn0031458,aph-1,True,True,True
FBgn0031519,Fign,True,True,False
FBgn0031534,Snx1,True,True,True
FBgn0031536,Cog3,True,True,True
FBgn0031566,CG2818,True,True,True
FBgn0031673,CG31650,True,True,False
FBgn0031696,Bub1,True,True,True
FBgn0031720,CG14013,True,True,False
FBgn0031764,CG9107,True,True,False
FBgn0031773,Fbw5,True,True,True
FBgn0031779,CG9175,True,True,True
FBgn0031818,CG9536,True,True,True
FBgn0031848,Nse1,True,True,True
FBgn0031850,Tsp,True,True,False
FBgn0031865,Nha1,True,False,False
FBgn0031873,Gas41,True,True,True
FBgn0031904,CG5149,True,True,True
FBgn0031947,CG7154,True,True,True
FBgn0031990,PAPLA1,True,True,False
FBgn0032005,Snx6,True,True,True
FBgn0032015,Ostgamma,True,True,True
FBgn0032017,CG7810,True,True,True
FBgn0032042,CG13398,True,False,False
FBgn0032051,CG13097,True,True,True
FBgn0032052,PIG-U,True,True,True
FBgn0032123,Oatp30B,True,True,False
FBgn0032171,CG5846,True,True,True
FBgn0032188,CG13137,True,True,False
FBgn0032205,CG4957,True,True,True
FBgn0032208,Ufd4,True,True,True
FBgn0032246,Wdfy2,True,True,False
FBgn0032251,Nse4,True,True,True
FBgn0032258,CG7456,True,True,True
FBgn0032295,CG12299,True,True,False
FBgn0032296,CG6729,True,True,True
FBgn0032298,CG6724,True,True,True
FBgn0032345,CG14921,True,True,True
FBgn0032373,Vha100-5,True,True,False
FBgn0032378,CycY,True,True,True
FBgn0032393,Nfs1,True,True,True
FBgn0032407,Pex19,True,True,True
FBgn0032446,CG5780,True,True,True
FBgn0032475,Sfmbt,True,True,False
FBgn0032478,CG5458,True,True,True
FBgn0032513,CG6565,True,True,True
FBgn0032517,CG7099,True,True,True
FBgn0032520,CG10859,True,True,True
FBgn0032524,Hacd2,True,True,False
FBgn0032600,BuGZ,True,True,False
FBgn0032633,Lrch,True,True,False
FBgn0032677,CG5790,True,True,True
FBgn0032691,Atac2,True,False,False
FBgn0032700,CG10338,True,True,False
FBgn0032723,ssp3,True,False,False
FBgn0032752,CG10702,True,False,False
FBgn0032768,CG17564,True,True,True
FBgn0032769,CG10750,True,True,True
FBgn0032812,Hakai,True,True,True
FBgn0032813,PCNA2,True,True,True
FBgn0032857,CG10947,True,True,True
FBgn0032879,CarT,True,False,False
FBgn0033015,d4,True,True,False
FBgn0033038,CG7791,True,True,True
FBgn0033060,CG7849,True,True,True
FBgn0033074,tomboy40,True,True,True
FBgn0033117,CG3358,True,False,False
FBgn0033155,Br140,True,True,True
FBgn0033179,p47,True,True,True
FBgn0033199,CG17985,True,True,True
FBgn0033226,CG1882,True,True,True
FBgn0033238,azot,True,True,True
FBgn0033248,Dic3,True,True,False
FBgn0033260,Cul4,True,True,True
FBgn0033273,Gasz,True,True,True
FBgn0033337,CG8272,True,True,True
FBgn0033341,MrgBP,True,True,True
FBgn0033352,PAN2,True,True,True
FBgn0033371,CNT1,True,False,False
FBgn0033382,Hydr1,True,True,True
FBgn0033402,Myd88,True,True,True
FBgn0033447,dila,True,True,True
FBgn0033485,RpLP0-like,True,True,True
FBgn0033491,CG18011,True,False,False
FBgn0033507,CG12909,True,True,True
FBgn0033528,trsn,True,True,True
FBgn0033549,mms4,True,True,True
FBgn0033624,CG12384,True,True,True
FBgn0033636,tou,True,True,True
FBgn0033638,CG9005,True,True,False
FBgn0033672,rho-7,True,True,True
FBgn0033686,Hen1,True,True,True
FBgn0033755,ClC-b,True,True,False
FBgn0033766,Nup188,True,False,False
FBgn0033783,CG17019,True,True,True
FBgn0033809,CG4630,True,False,False
FBgn0033816,CG4679,True,True,True
FBgn0033844,bbc,True,True,True
FBgn0033845,mars,True,True,False
FBgn0033856,CG13334,True,True,True
FBgn0033897,Rcd1,True,True,True
FBgn0033916,Usp20-33,True,True,True
FBgn0033921,tej,True,True,False
FBgn0033934,CG17385,True,True,False
FBgn0033984,Lap1,True,True,False
FBgn0033995,GPHR,True,False,False
FBgn0034050,bug,True,True,False
FBgn0034065,Rrp42,True,True,True
FBgn0034068,casp,True,True,True
FBgn0034071,CG8405,True,True,False
FBgn0034073,CG8414,True,True,True
FBgn0034109,CG7747,True,False,False
FBgn0034127,CG7848,True,True,True
FBgn0034158,CG5522,True,True,True
FBgn0034181,CG8963,True,True,True
FBgn0034194,CG15611,True,True,False
FBgn0034205,CG10950,True,True,False
FBgn0034214,CG6550,True,False,False
FBgn0034269,CG6406,True,True,True
FBgn0034277,OstDelta,True,True,True
FBgn0034282,Mapmodulin,True,True,False
FBgn0034307,CG10914,True,True,True
FBgn0034352,CG17669,True,True,True
FBgn0034432,CG7461,True,True,True
FBgn0034452,Oseg6,True,True,False
FBgn0034479,CG8654,True,True,False
FBgn0034493,CG8908,True,False,False
FBgn0034532,CG13436,True,True,True
FBgn0034535,CG11110,True,True,True
FBgn0034566,CG9313,True,True,True
FBgn0034572,CG9346,True,True,False
FBgn0034579,mRpL54,True,True,True
FBgn0034585,Rbpn-5,True,True,True
FBgn0034592,CG9406,True,True,True
FBgn0034657,LBR,True,True,False
FBgn0034687,CG11475,True,False,False
FBgn0034688,CG11474,True,True,False
FBgn0034689,CG2921,True,True,False
FBgn0034735,CG4610,True,True,True
FBgn0034786,CG13531,True,True,True
FBgn0034795,MED23,True,True,True
FBgn0034803,CG9849,True,False,False
FBgn0034834,LS2,True,True,True
FBgn0034849,CG3500,True,True,False
FBgn0034854,Golgin245,True,True,True
FBgn0034893,mRpL43,True,True,True
FBgn0034908,CG5543,True,True,True
FBgn0034975,enok,True,True,True
FBgn0034989,CG3356,True,True,True
FBgn0035065,CG3589,True,True,True
FBgn0035110,thoc7,True,True,True
FBgn0035168,cep290,True,True,True
FBgn0035189,CG9119,True,False,False
FBgn0035232,CG12099,True,True,True
FBgn0035248,CG13919,True,True,True
FBgn0035308,CG15822,True,True,True
FBgn0035383,CPT2,True,False,False
FBgn0035400,CG11537,True,True,False
FBgn0035402,Usp5,True,True,True
FBgn0035415,CG14966,True,True,True
FBgn0035437,Strip,True,True,True
FBgn0035470,Ccz1,True,True,True
FBgn0035526,CG1316,True,True,True
FBgn0035591,CG4611,True,True,False
FBgn0035627,Sse,True,False,False
FBgn0035640,mad2,True,True,True
FBgn0035645,CG5592,True,False,False
FBgn0035647,CG10486,True,False,False
FBgn0035675,CG6610,True,True,True
FBgn0035690,CG10274,True,False,False
FBgn0035691,CG7386,True,False,False
FBgn0035693,CG8219,True,True,True
FBgn0035722,CG10075,True,True,True
FBgn0035724,CG10064,True,True,True
FBgn0035756,unc-13-4A,True,False,False
FBgn0035766,eco,True,True,False
FBgn0035799,CG14838,True,True,True
FBgn0035802,Pura,True,True,False
FBgn0035805,CG7506,True,True,False
FBgn0035825,CG8111,True,True,False
FBgn0035831,CG8038,True,True,True
FBgn0035833,CG7565,True,False,False
FBgn0035842,CG7504,True,False,False
FBgn0035849,ERR,True,True,False
FBgn0035851,MED24,True,True,True
FBgn0035877,CG7083,True,False,False
FBgn0035900,ZC3H3,True,True,True
FBgn0035911,CG6638,True,True,True
FBgn0035987,CG3689,True,True,True
FBgn0036043,CG8177,True,True,False
FBgn0036052,CG10809,True,True,True
FBgn0036053,iPLA2-VIA,True,True,True
FBgn0036118,Blos2,True,True,True
FBgn0036165,chrb,True,True,False
FBgn0036173,CG7394,True,True,True
FBgn0036184,PCID2,True,True,True
FBgn0036206,CG5964,True,True,False
FBgn0036210,CG14130,True,True,True
FBgn0036211,CG5946,True,True,True
FBgn0036254,CG5645,True,True,False
FBgn0036273,INPP5E,True,True,True
FBgn0036300,Pmm2,True,True,True
FBgn0036330,CG11263,True,True,False
FBgn0036336,ste14,True,True,True
FBgn0036356,CG10222,True,True,True
FBgn0036372,Abp1,True,True,True
FBgn0036374,Spt20,True,True,False
FBgn0036381,CG8745,True,False,False
FBgn0036386,CG8833,True,True,True
FBgn0036449,bmm,True,True,True
FBgn0036480,Cep135,True,True,True
FBgn0036493,CG7255,True,True,False
FBgn0036496,CG7804,True,True,True
FBgn0036497,Ran-like,True,True,True
FBgn0036500,CG7275,True,True,True
FBgn0036580,PDCD-5,True,True,True
FBgn0036581,MED10,True,True,True
FBgn0036662,CG9706,True,True,False
FBgn0036684,CG3764,True,True,True
FBgn0036686,CG7728,True,True,True
FBgn0036734,CG7564,True,True,True
FBgn0036747,CG6052,True,False,False
FBgn0036764,CG5535,True,True,False
FBgn0036784,CG5103,True,True,True
FBgn0036801,MYPT-75D,True,True,True
FBgn0036807,CG6893,True,False,False
FBgn0036808,Dic4,True,False,False
FBgn0036809,CG12477,True,True,True
FBgn0036821,CG3961,True,True,False
FBgn0036824,CG3902,True,False,False
FBgn0036836,CG11619,True,True,False
FBgn0036837,CG18135,True,True,False
FBgn0036848,CG10424,True,True,True
FBgn0036888,CG9330,True,True,False
FBgn0036893,PIG-F,True,True,True
FBgn0036909,Ccdc58,True,True,True
FBgn0036920,CG8004,True,True,True
FBgn0036967,SCCRO4,True,True,False
FBgn0037018,CG4042,True,True,True
FBgn0037024,tzn,True,True,True
FBgn0037046,CG10581,True,True,True
FBgn0037050,ICA69,True,True,True
FBgn0037090,Est-Q,True,True,False
FBgn0037109,MED1,True,True,True
FBgn0037141,DNApol-eta,True,True,True
FBgn0037163,laza,True,False,False
FBgn0037164,CG11438,True,True,False
FBgn0037165,CG11437,True,True,False
FBgn0037182,ArfGAP3,True,True,True
FBgn0037203,slif,True,True,False
FBgn0037220,CG14641,True,True,True
FBgn0037240,Cont,True,True,False
FBgn0037241,CG14646,True,True,False
FBgn0037255,Fip1,True,True,True
FBgn0037297,CG1116,True,True,True
FBgn0037312,CG11999,True,True,True
FBgn0037363,Atg17,True,True,True
FBgn0037374,jagn,True,True,True
FBgn0037379,CG10979,True,True,False
FBgn0037382,Hpr1,True,True,True
FBgn0037383,CG2023,True,True,True
FBgn0037490,CG10053,True,True,True
FBgn0037531,CG10445,True,False,False
FBgn0037534,CG2781,True,True,False
FBgn0037543,CG10903,True,True,True
FBgn0037549,CG7878,True,True,False
FBgn0037607,CG8036,True,True,True
FBgn0037609,CG9773,True,True,True
FBgn0037613,Cks85A,True,True,True
FBgn0037659,Kdm2,True,True,True
FBgn0037660,beag,True,True,True
FBgn0037722,CG8319,True,False,False
FBgn0037737,Pnn,True,True,True
FBgn0037756,CG8507,True,True,False
FBgn0037781,Fancl,True,True,True
FBgn0037816,CG6345,True,True,True
FBgn0037873,SdhC,True,True,True
FBgn0037875,ZnT86D,True,True,True
FBgn0037891,CG5214,True,True,True
FBgn0037892,mRpL40,True,True,True
FBgn0037900,CG5276,True,True,True
FBgn0037901,Exd2,True,True,True
FBgn0037913,fabp,True,True,True
FBgn0037931,CG18476,True,False,False
FBgn0037986,CG14736,True,True,True
FBgn0037999,CG4860,True,True,True
FBgn0038008,CG3942,True,True,False
FBgn0038047,CG5245,True,False,False
FBgn0038055,trus,True,True,False
FBgn0038108,CG7518,True,False,False
FBgn0038110,CG8031,True,True,False
FBgn0038122,CG8138,True,True,False
FBgn0038195,CG3061,True,True,False
FBgn0038202,CG12402,True,True,True
FBgn0038205,Kif19A,True,False,False
FBgn0038233,HtrA2,True,True,False
FBgn0038234,mRpL11,True,True,True
FBgn0038237,Pde6,True,True,True
FBgn0038248,CG7886,True,True,False
FBgn0038274,Nup93-2,True,True,True
FBgn0038279,Sdr,True,False,False
FBgn0038320,Sra-1,True,True,True
FBgn0038325,Atg4b,True,True,True
FBgn0038332,CG6136,True,True,True
FBgn0038358,CG4525,True,True,False
FBgn0038360,CG9590,True,True,False
FBgn0038363,Acyp2,True,True,True
FBgn0038389,CG5516,True,True,False
FBgn0038453,Arl6IP1,True,True,True
FBgn0038474,mRpS11,True,True,True
FBgn0038499,Brf,True,True,True
FBgn0038565,CG7794,True,True,True
FBgn0038578,MED17,True,True,True
FBgn0038640,CG7706,True,True,False
FBgn0038659,EndoA,True,True,True
FBgn0038721,subdued,True,False,False
FBgn0038723,CG6195,True,True,True
FBgn0038742,Arc42,True,True,True
FBgn0038763,PIG-L,True,True,True
FBgn0038772,mdlc,True,True,False
FBgn0038787,CG4360,True,True,False
FBgn0038788,Sirt2,True,True,False
FBgn0038797,Dic2,True,True,False
FBgn0038811,Pus1,True,True,True
FBgn0038826,Syp,True,True,True
FBgn0038827,Fancd2,True,True,True
FBgn0038862,Usp8,True,True,True
FBgn0038872,Nelf-A,True,True,True
FBgn0038877,CG3308,True,True,False
FBgn0038887,CG7907,True,True,True
FBgn0038917,CG6678,True,False,False
FBgn0038965,mats,True,True,True
FBgn0039004,Nup133,True,True,True
FBgn0039019,HP1c,True,True,False
FBgn0039068,CG13827,True,True,False
FBgn0039070,CG17083,True,True,True
FBgn0039115,CG10214,True,True,True
FBgn0039140,Miro,True,True,True
FBgn0039141,spas,True,True,True
FBgn0039147,CG10694,True,True,True
FBgn0039183,Dis3,True,False,False
FBgn0039187,CG6454,True,True,True
FBgn0039205,CG13623,True,True,True
FBgn0039209,REPTOR,True,True,True
FBgn0039213,atl,True,True,True
FBgn0039228,CG6980,True,True,False
FBgn0039229,Saf-B,True,True,True
FBgn0039234,Nct,True,True,True
FBgn0039252,CG11771,True,True,False
FBgn0039329,CG10669,True,False,False
FBgn0039337,MED28,True,True,True
FBgn0039348,Npl4,True,True,True
FBgn0039373,CG5024,True,True,True
FBgn0039420,CG6154,True,True,False
FBgn0039427,CG5447,True,True,True
FBgn0039450,CG5484,True,True,True
FBgn0039487,gb,True,True,False
FBgn0039543,CG12428,True,False,False
FBgn0039560,BOD1,True,True,False
FBgn0039562,Gp93,True,True,True
FBgn0039580,Gfat2,True,True,True
FBgn0039581,Moca-cyp,True,True,False
FBgn0039634,alpha-Man-Ib,True,True,True
FBgn0039635,Pdhb,True,True,True
FBgn0039698,CG7789,True,True,True
FBgn0039726,eIF2Balpha,True,True,True
FBgn0039744,CG15526,True,True,True
FBgn0039767,CG2218,True,True,True
FBgn0039773,CG2224,True,True,True
FBgn0039796,CG12069,True,True,True
FBgn0039829,CG15561,True,True,True
FBgn0039844,CG1607,True,True,False
FBgn0039846,PNPase,True,True,True
FBgn0039859,CG11539,True,True,True
FBgn0039869,CG1890,True,True,False
FBgn0039875,sip3,True,True,True
FBgn0039877,Mccc1,True,True,True
FBgn0039887,CG2053,True,True,True
FBgn0039936,Gyf,True,True,True
