id_gene,gene,biotype,logFC,logCPM,F,PValue,FDR,mC_1,mC_2,mC_3,mdlc_1,mdlc_2,mdlc_3,Prp19_1,Prp19_2,Prp19_3,id_string
FBgn0264431,lncRNA:CR43849,ncRNA,-5.661458499,2.963764723,137.9536099,7e-06,2.08e-05,19.94765522,22.49704325,25.1747314,0.6889297090000001,0.20186752,0.44477432299999997,0.418187531,0.14303927800000002,0.19145759399999998,
FBgn0085336,CG34307,protein_coding,-5.555785097,2.300828706,203.140266,1.8899999999999999e-07,8.83e-07,12.95993115,14.62922484,14.15337959,0.43058106799999996,0.17495185,0.27073219600000004,0.696979218,0.333758316,0.239321993,7227.FBpp0290301
FBgn0262604,lncRNA:CR43130,ncRNA,-5.345496476,3.607056136,615.7169216,1.2900000000000002e-11,7.08e-10,33.16146561,40.28744513,30.49071368,1.033394564,0.7267230709999999,0.773520561,1.208097311,0.691356512,0.765830377,7227.FBpp0293821
FBgn0040725,CG13946,protein_coding,-5.308236829,4.191923994,105.52092749999998,3.3299999999999996e-05,8.45e-05,45.00916386,57.76172931,50.53569147,2.066789127,1.042982185,0.599478435,1.57981956,3.480622437,1.9385081419999999,7227.FBpp0077669
FBgn0264429,lncRNA:CR43847,ncRNA,-5.264158527,4.003528413,409.89370319999995,4.95e-09,4.25e-08,42.80887704,46.38149197,49.57068832,1.7151479219999999,0.874759252,0.9669007009999999,0.604048655,0.476797594,0.382915189,
FBgn0040629,CAH5,protein_coding,-5.2500647869999995,4.264903599999999,125.46222340000001,1.7800000000000002e-05,4.83e-05,59.15386483,46.59223711,51.92394162,1.9447911580000001,1.285223208,0.773520561,2.2303334969999997,5.602371731,2.967592712,7227.FBpp0293879
FBgn0264369,lncRNA:CR43821,ncRNA,-5.075503326000001,3.017727798,807.7325425,1.88e-13,8.77e-11,20.80600886,22.02286669,21.07770046,0.69610606,0.5315844679999999,0.6768304909999999,1.6959827630000002,2.7177462869999998,2.297491131,
FBgn0264705,lncRNA:CR43974,ncRNA,-5.060883777,3.692743442,424.109266,1.06e-09,1.31e-08,35.796974,36.93308505,36.12836368,1.4424465780000002,0.794012244,1.0055767290000002,1.254562592,1.59727194,0.8854913740000001,
FBgn0052457,CG32457,protein_coding,-5.051895535,5.814478672000001,78.09086338,9.719999999999999e-05,0.00022287,145.3277354,137.89756719999997,162.1205298,7.664343013,2.967452539,2.475265795,9.246590955,22.45716668,15.91491253,7227.FBpp0289846
FBgn0036679,CG13022,protein_coding,-5.047577755,2.237493843,871.745193,1.13e-13,6.49e-11,12.99619961,14.71703532,11.29222989,0.38034661,0.44410854299999997,0.328746238,0.604048655,0.548317233,0.67010158,7227.FBpp0271821
FBgn0264697,lncRNA:CR43966,ncRNA,-5.011683715,1.275795026,80.04139427,1.77e-05,4.79e-05,6.661307892999999,6.585785494,7.229058713,0.20093783199999998,0.18168076800000002,0.27073219600000004,0.209093765,0.0,0.0,
FBgn0032110,CG3748,protein_coding,-4.985531701,7.110529069,158.13637509999998,9.76e-06,2.8199999999999998e-05,293.2547107,350.99602369999997,308.6825,15.90279412,6.903869171,6.961685049,86.84361053,99.45997814,74.62059737,7227.FBpp0079403
FBgn0053301,CG33301,protein_coding,-4.963082763,1.578644446,74.06376194,4e-05,9.97e-05,5.10176394,8.359557054,10.61503469,0.236819587,0.27588561,0.25139418199999997,1.208097311,0.262238677,0.33505079,7227.FBpp0079525
FBgn0031276,CG12506,protein_coding,-4.850701244,5.473810574,107.71753670000001,3.5e-05,8.83e-05,130.2158754,111.8529808,114.4290582,6.451539671,3.3173562389999995,2.301223669,6.830396334,14.16088855,9.883998305,7227.FBpp0077668
FBgn0037889,scpr-A,protein_coding,-4.809504859,7.661974848,125.7646267,2.15e-05,5.720000000000001e-05,512.0502647,508.9846272,500.05786229999995,27.38495594,13.87502752,12.60838514,56.26945551,113.954625,77.2292071,7227.FBpp0081833
FBgn0035875,Cpr66Cb,protein_coding,-4.807212542,1.364779355,68.70863594,4.33e-05,0.000106758,7.59219847,6.076484749,7.787744749,0.394699312,0.080747008,0.309408224,0.046465281,0.28607855600000004,0.11966099599999999,7227.FBpp0076328
FBgn0264914,lncRNA:CR44105,ncRNA,-4.776072387,2.908231973,483.5562018,2.1600000000000002e-11,9.68e-10,24.97688223,20.31934351,18.74137704,1.040570915,0.666162815,0.580140421,0.185861125,0.238398797,0.143593196,
FBgn0262009,CG42827,protein_coding,-4.739654144,4.893416623999999,118.07397309999999,2.46e-05,6.440000000000001e-05,81.61613355,78.50256309,79.77359404,4.743568101,2.294560806,1.721083248,4.576830196,8.272438258,5.480473637,7227.FBpp0292841
FBgn0031277,CG13947,protein_coding,-4.723827815,3.0983027460000003,140.1551727,4.34e-06,1.3699999999999998e-05,23.57450162,21.84724575,20.89147178,1.306095907,0.605602559,0.522126379,1.8818438880000001,3.6236617160000004,2.417152128,7227.FBpp0077670
FBgn0262144,CG42870,protein_coding,-4.696549804,1.984269882,83.06121823,2.84e-05,7.329999999999999e-05,11.4971031,8.183936107000001,11.44459881,0.6315189,0.282614527,0.232056168,0.511118093,1.62111182,0.765830377,7227.FBpp0301588
FBgn0284414,lncRNA:CR46328,ncRNA,-4.689135511,1.318351868,368.4972398,3.3399999999999996e-11,1.23e-09,6.806381749,6.550661305,7.042830034,0.258348641,0.309530197,0.19338014,0.418187531,0.238398797,0.19145759399999998,
FBgn0262355,lncRNA:CR43053,ncRNA,-4.621520299,1.6713053080000002,641.008132,8.72e-13,1.8100000000000002e-10,7.785630277999999,9.448406922,9.311433939,0.35164120600000004,0.370090453,0.34808425200000004,0.232326406,0.14303927800000002,0.239321993,7227.FBpp0293175
FBgn0266419,lncRNA:CR45059,ncRNA,-4.569739918,1.3453196969999999,202.51757890000002,4.85e-09,4.1900000000000005e-08,6.081012469,6.673595967000001,6.670372676,0.409052015,0.23551210600000003,0.116028084,0.7434444990000001,1.0251148270000001,0.622237181,
FBgn0051677,CG31677,protein_coding,-4.557361244,4.011787883,505.70617599999997,1.09e-10,2.6600000000000003e-09,45.54110133,45.59119771,43.66216023,2.547604653,1.762976338,1.314984954,1.3474931540000001,1.239673745,1.579525153,7227.FBpp0080937
FBgn0263130,lncRNA:CR43372,ncRNA,-4.525350085,1.705113937,219.6861047,5.53e-09,4.58e-08,8.559357511,8.991792461000001,9.531522378,0.602813495,0.316259114,0.19338014,0.185861125,0.28607855600000004,0.19145759399999998,
FBgn0267816,lncRNA:CR46141,ncRNA,-4.512871678,1.38067326,213.6847055,2.7100000000000004e-09,2.6800000000000002e-08,6.177728373,6.339916168999999,9.006696101000001,0.394699312,0.195138602,0.367422266,0.139395844,0.28607855600000004,0.11966099599999999,
FBgn0265103,asRNA:CR44205,ncRNA,-4.503864117,1.624070195,201.9395483,9.86e-09,7.21e-08,7.604287958,8.148811918,7.804674629,0.559755389,0.195138602,0.25139418199999997,0.859607702,1.001274948,1.00515237,
FBgn0265306,lncRNA:CR44279,ncRNA,-4.466171156000001,4.090573807,178.894417,1.97e-06,6.79e-06,42.953950899999995,41.46410547,37.211876000000004,2.8490114010000003,1.392885885,1.140942827,8.758705503,9.202193567,8.089083359,
FBgn0264943,lncRNA:CR44112,ncRNA,-4.463469739,3.17523851,148.29072019999998,2.6e-06,8.68e-06,21.78525739,26.41339035,23.26165497,1.571620899,0.645976063,1.0055767290000002,1.5101216380000002,2.836945685,1.8667115440000002,
FBgn0267646,lncRNA:CR45984,ncRNA,-4.460423593,1.6762860130000001,280.7673008,3.57e-10,5.91e-09,8.704431367,9.395720638,8.126342347000001,0.495168228,0.35663261799999996,0.309408224,0.139395844,0.429117835,0.33505079,
FBgn0267582,lncRNA:CR45922,ncRNA,-4.443278065,2.097502369,180.32801740000002,9.53e-08,4.879999999999999e-07,9.429800647999999,12.83789119,10.36108649,0.667400656,0.423921791,0.367422266,2.114170294,1.0966344670000001,0.9333557720000001,
FBgn0262990,lncRNA:CR43298,ncRNA,-4.4305867889999995,1.575742464,433.17447639999995,1.16e-11,6.68e-10,8.607715463,8.236622391000001,7.245988593,0.416228366,0.262427776,0.46411233700000004,0.418187531,0.381438075,0.33505079,
FBgn0266225,lncRNA:CR44920,ncRNA,-4.399795977,1.8839916890000001,163.1175483,1.47e-07,7.1e-07,10.25188583,9.606465774,10.76740361,0.731987816,0.27588561,0.425436309,0.32525696800000004,0.119199399,0.19145759399999998,
FBgn0265793,lncRNA:CR44582,ncRNA,-4.351706227,3.956001751,1548.091242,2.42e-15,1.2099999999999999e-11,32.31520145,29.62725368,33.927479299999995,1.636208059,1.567837736,1.469689066,13.93958435,13.30265288,11.91823524,
FBgn0265978,lncRNA:CR44757,ncRNA,-4.345701844,1.35170324,440.2381909,1.0400000000000001e-11,6.189999999999999e-10,6.504144548999999,7.481452321,6.941250755,0.30858309899999997,0.316259114,0.425436309,0.255559047,0.14303927800000002,0.167525395,
FBgn0265138,Gr22c,protein_coding,-4.34065144,1.1544310309999999,270.7268326,2.4799999999999997e-10,4.5799999999999995e-09,4.509379028,7.78000793,6.12861652,0.387522961,0.262427776,0.232056168,0.092930562,0.14303927800000002,0.143593196,7227.FBpp0077566
FBgn0037431,CG17917,protein_coding,-4.315479132,3.9577827439999997,191.43272439999998,8.990000000000001e-07,3.43e-06,39.07322525,39.18103317,44.25470603,2.5691337069999998,1.466903976,2.1271815430000003,2.2767987780000003,4.91101522,3.541965494,7227.FBpp0081206
FBgn0085303,CG34274,protein_coding,-4.263268035,3.822781441,541.2439502000001,1.23e-11,6.96e-10,37.19935461,37.63556884,43.72987975,2.411253982,1.7091450000000001,2.049829487,0.929305624,0.524477354,0.5743727829999999,7227.FBpp0111383
FBgn0264476,lncRNA:CR43884,ncRNA,-4.253454714,1.211681866,200.21161619999998,2.7699999999999997e-09,2.7200000000000002e-08,7.59219847,4.513458325,6.12861652,0.452110122,0.269156693,0.19338014,0.32525696800000004,0.500637474,0.358982989,
FBgn0265822,lncRNA:CR44611,ncRNA,-4.25259993,2.385132934,210.11021980000004,3.1e-08,1.8600000000000002e-07,14.04798507,13.82136849,12.69740992,0.94727835,0.450837461,0.734844533,1.6727501230000001,0.83439579,1.388067559,
FBgn0250817,lncRNA:CR40465,ncRNA,-4.20127685,3.0634422860000003,234.8231347,3.78e-08,2.19e-07,22.93375875,18.10651958,18.775236800000002,1.4424465780000002,0.894946004,0.870210631,2.625288387,4.767975941,4.499253466,
FBgn0265065,asRNA:CR44176,ncRNA,-4.195160651,3.2178857310000004,600.8830429999999,1.34e-12,2.2700000000000002e-10,20.60048757,25.53528562,22.71989881,1.44962293,0.95550626,1.372998996,3.9495489,3.7428611139999997,3.135118107,
FBgn0029535,CG14635,protein_coding,-4.183195689,1.77310658,260.2548741,6.46e-10,9e-09,9.756216824,7.534138605,8.126342347000001,0.667400656,0.40373503899999996,0.27073219600000004,1.301027873,1.048954707,1.268406562,7227.FBpp0070137
FBgn0037879,scpr-C,protein_coding,-4.181770672,9.389770193,103.42946359999999,3.52e-05,8.89e-05,1680.608086,1736.4345460000002,1689.7205219999998,136.9247797,83.68081579999999,60.21857567,150.4778131,304.6259829,194.2097972,7227.FBpp0081827
FBgn0265980,lncRNA:CR44759,ncRNA,-4.1752095869999994,2.348433932,741.2850624,3.32e-13,1.1e-10,12.5005306,13.57549916,13.76399235,0.832456732,0.693078484,0.657492477,1.324260514,1.072794587,1.00515237,
FBgn0260718,CR42545,pseudogene,-4.171047027,3.201978945,597.2805843,1.39e-12,2.3099999999999998e-10,23.40524879,23.12927865,23.29551473,1.542915494,1.083355689,1.237632898,3.647524573,2.5508671290000002,2.536813124,
FBgn0262843,CG43207,protein_coding,-4.164927805,3.3836535210000003,92.25067339,3.15e-05,8.05e-05,25.58135663,30.856600300000004,25.20859116,2.332314119,1.433259389,0.638154463,2.323264059,3.0753444819999998,2.034236939,7227.FBpp0297217
FBgn0063083,lncRNA:CR33948,ncRNA,-4.154799646,1.008403838,249.0453394,4.2500000000000003e-10,6.590000000000001e-09,4.992958548,5.057883259,5.891598202000001,0.208114183,0.309530197,0.406098295,0.32525696800000004,0.190719038,0.358982989,
FBgn0037057,CG10512,protein_coding,-4.144155539,5.221933431,857.3708375,1.3500000000000001e-12,2.2800000000000001e-10,97.93694237,105.67112350000001,94.65495846,6.939531549,4.542019192,5.356629885,6.249580319,7.31884307,6.7010157999999995,7227.FBpp0077954
FBgn0266726,lncRNA:CR45199,ncRNA,-4.129510323,1.046089482,231.4175813,6.809999999999999e-10,9.33e-09,5.295195748,5.233504206,5.840808562,0.38034661,0.20186752,0.367422266,0.185861125,0.309918436,0.382915189,
FBgn0266701,lncRNA:CR45191,ncRNA,-4.127005126,1.662876737,245.437848,8.37e-10,1.08e-08,7.483393078,8.236622391000001,8.668098503,0.44493377,0.592144724,0.309408224,1.16163203,0.595996993,0.646169381,
FBgn0266684,lncRNA:CR45174,ncRNA,-4.104370043,2.793808083,890.3455205,9.81e-14,6.11e-11,17.02199912,17.4040358,17.55628545,1.169745235,0.935319508,0.889548645,2.2767987780000003,2.2171088130000003,2.5846775230000003,
FBgn0266692,asRNA:CR45182,ncRNA,-4.093919422,1.0121055159999999,302.6831673,1.2e-10,2.8300000000000004e-09,4.944600596,5.496935626,5.332912165,0.416228366,0.23551210600000003,0.25139418199999997,0.32525696800000004,0.405277955,0.382915189,
FBgn0264261,lncRNA:CR43761,ncRNA,-4.07896414,1.5763840530000002,499.83970089999997,4.52e-12,3.83e-10,6.782202773,8.622988473,8.938976582,0.523873633,0.457566378,0.44477432299999997,0.232326406,0.238398797,0.167525395,
FBgn0032381,Mal-B1,protein_coding,-4.076474424,2.9435221310000004,105.61492520000002,1.18e-05,3.35e-05,24.73509247,16.84204877,18.84295632,1.2415087470000001,1.076626771,1.276308926,0.975770905,2.670066527,1.00515237,7227.FBpp0079859
FBgn0051526,lncRNA:CR31526,ncRNA,-4.039419578,1.9561816859999999,504.48586409999996,4.25e-12,3.83e-10,9.96173812,12.03003484,9.853190096,0.7822222740000001,0.598873642,0.522126379,0.255559047,0.190719038,0.215389794,7227.FBpp0078569
FBgn0265455,CG44355,protein_coding,-4.029524887,3.9964120939999996,289.8190052,1.92e-08,1.25e-07,41.90216544,48.38357076,43.272773,2.90642221,2.355121062,2.939378132,0.650513937,0.190719038,0.430779587,
FBgn0266389,lncRNA:CR45029,ncRNA,-4.027603322,2.003829125,119.85012250000001,1.42e-06,5.09e-06,10.13099095,12.41640092,10.12406817,0.975983755,0.49793988200000006,0.483450351,0.464652812,0.381438075,0.11966099599999999,
FBgn0265876,lncRNA:CR44665,ncRNA,-4.026950556,2.045790446,156.8959304,1.6300000000000002e-07,7.77e-07,8.124135942999999,12.4866493,11.98635496,0.717635114,0.558500138,0.734844533,1.208097311,0.476797594,0.526508384,
FBgn0264940,lncRNA:CR44109,ncRNA,-4.0238053680000005,2.630499907,413.1447236,2.13e-11,9.61e-10,15.69215544,16.89473505,17.928742800000002,1.248685098,0.935319508,0.889548645,0.418187531,0.762876151,0.430779587,
FBgn0264886,lncRNA:CR44077,ncRNA,-4.014746774,1.47370244,283.94651089999996,1.8200000000000002e-10,3.73e-09,6.564591989,3.8109745389999996,4.774226129,0.38034661,0.296072362,0.232056168,2.834382152,3.051504603,3.159050306,
FBgn0266229,lncRNA:CR44924,ncRNA,-4.009333933,1.10885171,314.7408725,9.350000000000001e-11,2.41e-09,6.177728373,5.4091251520000005,5.5699304839999995,0.416228366,0.309530197,0.328746238,0.348489609,0.190719038,0.19145759399999998,
FBgn0036072,CG6628,protein_coding,-4.003846197,7.102155379,431.7289007,9.179999999999998e-09,6.8e-08,357.6916817,338.9659889,363.5861005,26.58838096,19.80320368,19.57007019,28.62261321,46.05864759,35.15640075,7227.FBpp0076040
FBgn0262892,lncRNA:CR43247,ncRNA,-3.9937644389999996,2.2113969769999997,209.5697476,1.1699999999999999e-08,8.29e-08,10.79591279,12.8203291,10.27643709,1.054923617,0.504668799,0.522126379,2.090937653,1.883350497,1.435931957,7227.FBpp0297409
FBgn0034489,ppk6,protein_coding,-3.962003857,2.593835196,610.8678041000001,1.2e-12,2.12e-10,17.89244225,11.83685179,14.99987358,0.940101999,0.962235177,0.9669007009999999,1.9980070909999998,2.240948692,2.058169139,7227.FBpp0085629
FBgn0263777,CG43694,protein_coding,-3.946011211,3.100187158,670.8283671,6.45e-13,1.51e-10,20.92690374,19.30074202,19.89260887,1.614679006,1.13045811,1.121604813,4.2980385089999995,3.9812599110000004,4.642846662,7227.FBpp0302714
FBgn0264468,asRNA:CR43876,ncRNA,-3.94493398,2.663891303,258.2859691,3.68e-09,3.38e-08,16.90110424,16.94742134,17.59014521,1.542915494,1.036253267,0.6768304909999999,0.7434444990000001,0.524477354,0.502576185,
FBgn0267935,lncRNA:CR46215,ncRNA,-3.9254669069999997,2.380550178,335.38876780000004,1.0399999999999999e-10,2.58e-09,12.04113006,15.20877397,14.96601382,1.097981724,0.733451988,0.947562687,0.534350734,0.28607855600000004,0.5743727829999999,
FBgn0266968,lncRNA:CR45419,ncRNA,-3.921831511,1.826163369,471.2031624,6.66e-12,4.82e-10,9.683679896000001,9.55377949,9.24371442,0.660224305,0.565229055,0.657492477,0.278791687,0.476797594,0.28718639100000004,
FBgn0264485,lncRNA:CR43893,ncRNA,-3.895497122,2.477892326,679.3568346,5.93e-13,1.4699999999999998e-10,13.66112145,16.68398992,15.42312058,1.026218212,1.096813523,0.928224673,0.32525696800000004,0.214558917,0.239321993,
FBgn0267213,lncRNA:CR45653,ncRNA,-3.870663931,2.662511667,345.6242566,1.18e-10,2.8000000000000003e-09,16.28454035,16.0868787,17.62400496,1.406564823,0.7267230709999999,1.314984954,1.022236186,0.977435068,1.053016769,
FBgn0267621,lncRNA:CR45959,ncRNA,-3.835902082,1.3249054059999998,347.812652,4.8799999999999996e-11,1.52e-09,5.8150437329999995,5.865739613,7.58458619,0.545402686,0.41046395700000005,0.367422266,0.557583374,0.5721571129999999,0.454711786,
FBgn0262789,CR43170,pseudogene,-3.827966121,1.203860624,195.8836637,1.9699999999999996e-09,2.11e-08,6.226086325,4.9525106910000005,5.4852810839999995,0.487991877,0.33644586600000004,0.328746238,0.627281296,1.2873535040000001,0.67010158,
FBgn0001216,Hsc70-1,protein_coding,-3.773800799,7.363272866,293.86396460000003,1.7899999999999997e-07,8.4e-07,397.1880391,450.9770285,379.0092211,40.64685284,22.6091622,26.31903709,57.33815698,55.73763876,51.62175386,7227.FBpp0075504
FBgn0038386,CG5478,protein_coding,-3.755875707,5.249984528,554.5800294,1.42e-10,3.11e-09,81.04792762,95.60804328,75.71042287,7.484934235,5.1408928330000006,6.033460376,22.0942412,27.58274082,21.63470815,7227.FBpp0082696
FBgn0051296,CG31296,protein_coding,-3.7431011639999996,4.01434743,75.67081782,7.6e-05,0.00017780099999999997,34.37041441,36.775026200000006,38.73556519,4.219694468,2.3416632280000003,1.48902708,6.133417116,12.18217853,8.974574732,7227.FBpp0082609
FBgn0267592,CCY,protein_coding,-3.737934587,5.610712906,1074.239024,4.19e-14,4.1799999999999994e-11,121.05204340000002,138.4946784,133.1365755,11.3673402,9.904966297,8.005937806,5.622299022999999,5.72157113,5.887321023999999,7227.FBpp0291447
FBgn0262839,CG43203,protein_coding,-3.7329895110000004,4.466640281,598.0413914,8.580000000000001e-12,5.58e-10,50.94510247,56.67287944,59.32229913,5.0521512,4.266133582,3.113420258,6.5516046470000004,6.794365717000001,5.8394566260000005,7227.FBpp0297219
FBgn0265921,lncRNA:CR44710,ncRNA,-3.7313551539999996,1.5494770569999998,418.36400310000005,1.46e-11,7.72e-10,6.806381749,7.007275766,6.467214117999999,0.531049984,0.43065070899999996,0.580140421,1.3474931540000001,1.7164713390000002,1.244474363,
FBgn0266248,lncRNA:CR44943,ncRNA,-3.723296918,3.32282175,470.0020819,9.259999999999999e-12,5.7e-10,22.03913664,24.44643575,26.64763095,2.404077631,1.540922067,1.547041122,3.9495489,3.695181355,3.446236697,
FBgn0267802,lncRNA:CR46127,ncRNA,-3.7214585889999996,2.7458570439999996,264.1247553,1.9600000000000003e-09,2.09e-08,17.17916246,17.82552607,17.01452929,1.758206028,1.02952435,1.121604813,1.324260514,1.692631459,0.9333557720000001,
FBgn0267149,lncRNA:CR45589,ncRNA,-3.7103926919999997,1.277738798,77.33273566,6.87e-06,2.05e-05,5.379822164,5.865739613,6.7719519560000005,0.387522961,0.208596437,0.889548645,0.696979218,0.595996993,0.765830377,
FBgn0266158,lncRNA:CR44864,ncRNA,-3.696807183,3.1217854419999997,487.1519098,5.35e-12,4.17e-10,20.05646061,21.89993203,17.55628545,1.406564823,1.40634372,1.8177733180000002,5.668764304,4.481897385,3.8291518860000004,
FBgn0266003,lncRNA:CR44777,ncRNA,-3.696293479,3.1901712819999997,865.361733,1.1900000000000002e-13,6.57e-11,24.21524448,22.70778838,26.73228035,1.987849265,1.662042578,2.049829487,0.76667714,0.762876151,0.67010158,
FBgn0036109,Cpr67Fa2,protein_coding,-3.695208462,1.6523923630000001,339.94081669999997,5.6600000000000004e-11,1.7000000000000001e-09,7.77354079,8.833733609,8.058622827,0.69610606,0.6998074009999999,0.46411233700000004,0.557583374,0.405277955,0.33505079,7227.FBpp0075922
FBgn0264568,lncRNA:CR43940,ncRNA,-3.693783578,3.322654876,498.63651239999996,4.59e-12,3.8399999999999997e-10,20.31033986,21.56625223,18.92760572,1.8730276469999998,1.143915945,1.701745234,7.713236676,8.677716213,8.136947757,
FBgn0262351,CG43049,protein_coding,-3.692883035,4.639648223,184.3453483,1.66e-06,5.83e-06,55.84134512,60.16773627,60.59204012,5.016269444,2.725211515,6.091474418,10.77994523,11.70538094,11.15240487,7227.FBpp0293176
FBgn0037888,scpr-B,protein_coding,-3.6586272560000004,7.382629635,70.40203252,0.000124253,0.00027841599999999997,345.3724935,320.1394234,357.6775724,41.07025755,23.82709623,15.60577732,90.53760038,181.42148459999999,126.17055459999999,"['7227.FBpp0081827', '7227.FBpp0081838']"
FBgn0053773,CG33773,protein_coding,-3.645842187,3.862941972,492.2401953,1.07e-11,6.320000000000001e-10,35.54309475,34.82563369,38.73556519,3.042772882,2.631006673,3.055406216,5.1344135710000005,4.505737265,3.0393893089999997,7227.FBpp0091035
FBgn0264840,lncRNA:CR44048,ncRNA,-3.6432905,4.169828552,1290.507999,8.209999999999999e-15,2.46e-11,37.17517563,40.76162168,41.69829417,3.394414087,2.933807952,3.248786356,11.52338973,10.17962864,10.91308287,
FBgn0266769,lncRNA:CR45234,ncRNA,-3.6392380510000004,3.749414532,444.4439029,2.47e-11,1.0400000000000001e-09,30.247899,30.76878983,30.304484999999996,2.985362073,1.870639015,2.475265795,6.737465771,8.892275131,6.533490405,
FBgn0050101,Vajk4,protein_coding,-3.639128973,2.249645536,117.4080091,1.43e-06,5.14e-06,10.83218126,18.21189215,8.617308864,1.191274289,0.915132756,0.889548645,0.371722249,0.83439579,0.478643986,7227.FBpp0086118
FBgn0265792,lncRNA:CR44581,ncRNA,-3.6340497480000002,1.337984968,358.1383232,4.03e-11,1.3800000000000002e-09,5.657880389,5.690118667,7.990903307999999,0.5095209310000001,0.565229055,0.46411233700000004,0.48788545200000005,0.500637474,0.502576185,
FBgn0262974,lncRNA:CR43285,ncRNA,-3.6304918880000003,2.85852951,435.5795243,1.1199999999999999e-11,6.53e-10,18.87169078,19.45880087,17.06531893,1.908909402,1.1708316140000001,1.372998996,1.765680685,1.740311219,1.435931957,7227.FBpp0297662
FBgn0040801,CG13053,protein_coding,-3.629679409,1.544283733,355.16333310000005,4.25e-11,1.4199999999999999e-09,6.806381749,7.604386984,8.498799705,0.552579037,0.733451988,0.5414643929999999,0.44142017100000003,0.333758316,0.28718639100000004,7227.FBpp0305740
FBgn0051816,CG31816,protein_coding,-3.6238689139999996,6.157589617999999,315.3593323,7.07e-08,3.7700000000000005e-07,150.91307880000002,152.6497267,184.5864804,16.49125491,10.56440019,12.49235706,36.66110685,45.89176844,31.99735045,7227.FBpp0080425
FBgn0267400,lncRNA:CR45762,ncRNA,-3.597726272,2.1098898790000002,97.24814059,4.61e-06,1.4400000000000001e-05,11.4971031,12.52177349,9.937839495,1.1410398309999998,0.9958797640000001,0.599478435,0.464652812,0.9059154290000001,0.239321993,
FBgn0032315,CG14069,protein_coding,-3.5929067939999997,1.278923675,216.1037473,1.06e-09,1.31e-08,5.1138534280000005,4.864700218,5.722299402999999,0.5812844420000001,0.27588561,0.44477432299999997,1.57981956,1.740311219,1.411999758,7227.FBpp0079764
FBgn0028935,CG7653,protein_coding,-3.586097935,7.04325194,570.1244275,1.2399999999999999e-10,2.9e-09,253.64954790000002,291.1092809,275.1274781,26.86825865,17.19238376,24.28854561,96.83364598,106.9695402,94.98689897,7227.FBpp0297620
